04-17 04:47:24	##### arguments #####
04-17 04:47:24	dataset: cifar100
04-17 04:47:24	model_config: config/model/wrn-40-2.json
04-17 04:47:24	-- num_layer: 40
04-17 04:47:24	-- widening_factor: 2
04-17 04:47:24	run_config: config/run/adv_train.json
04-17 04:47:24	-- batch_size_train: 128
04-17 04:47:24	-- batch_size_eval: 256
04-17 04:47:24	-- num_epochs: 100
04-17 04:47:24	-- learning_rate: 0.1
04-17 04:47:24	-- learning_rate_scheduler: cyclicLR
04-17 04:47:24	-- momentum: 0.9
04-17 04:47:24	-- weight_decay: 0.0005
04-17 04:47:24	-- dropout_rate: 0
04-17 04:47:24	-- adv_train_type: pgd
04-17 04:47:24	-- epsilon_train: 8
04-17 04:47:24	-- alpha_train: 2
04-17 04:47:24	-- restarts_train: 1
04-17 04:47:24	-- attack_iters_train: 7
04-17 04:47:24	-- epsilon_eval: 8
04-17 04:47:24	-- alpha_eval: 2
04-17 04:47:24	-- restarts_eval: 1
04-17 04:47:24	-- attack_iters_eval: 5
04-17 04:47:24	device: cuda (1 GPUs)
04-17 04:47:24	output_path: results/cifar100/baselines/adversarial/wrn-40-2
04-17 04:47:24	log_file: results/cifar100/baselines/adversarial/wrn-40-2/adv_train_wrn_log.txt

04-17 04:47:24	start loading datasets: cifar100
04-17 04:47:26	loaded 50000 dataset_train samples
04-17 04:47:26	loaded 10000 dataset_test samples
04-17 04:47:26	elapsed time: 0:00:01.570372

04-17 04:47:26	start initializing a model
04-17 04:47:26	end initializing a model
04-17 04:47:26	elapsed time:0:00:00.048788

04-17 04:47:26	start setting trainer configurations
04-17 04:47:30	end setting trainer configurations
04-17 04:47:30	elapsed time:0:00:04.060208

04-17 04:47:30	start training a model
04-17 04:47:30	ep	split	adv_loss	adv_acc	|	split	adv_loss	adv_acc
04-17 04:50:22	001	train	4.8778	0.0064	|	test	4.5844	0.0075
04-17 04:53:16	002	train	4.6330	0.0092	|	test	4.5821	0.0103
04-17 04:56:08	003	train	4.6088	0.0115	|	test	4.5778	0.0128
04-17 04:59:02	004	train	4.6008	0.0132	|	test	4.5643	0.0164
04-17 05:01:56	005	train	4.5817	0.0167	|	test	4.5282	0.0222
04-17 05:04:49	006	train	4.5487	0.0211	|	test	4.4371	0.0324
04-17 05:07:43	007	train	4.4523	0.0332	|	test	4.2550	0.0518
04-17 05:10:36	008	train	4.3319	0.0487	|	test	4.1088	0.0616
04-17 05:13:30	009	train	4.2562	0.0583	|	test	4.0380	0.0732
04-17 05:16:23	010	train	4.1948	0.0683	|	test	3.9500	0.0823
04-17 05:19:17	011	train	4.1312	0.0768	|	test	3.8301	0.0912
04-17 05:22:10	012	train	4.0603	0.0856	|	test	3.7661	0.1003
04-17 05:25:04	013	train	3.9996	0.0939	|	test	3.6264	0.1135
04-17 05:27:58	014	train	3.9451	0.1028	|	test	3.6258	0.1195
04-17 05:30:51	015	train	3.8943	0.1128	|	test	3.4953	0.1329
04-17 05:33:45	016	train	3.8427	0.1202	|	test	3.4859	0.1384
04-17 05:36:39	017	train	3.8006	0.1235	|	test	3.3924	0.1564
04-17 05:39:33	018	train	3.7604	0.1316	|	test	3.3066	0.1531
04-17 05:42:27	019	train	3.7213	0.1387	|	test	3.2597	0.1620
04-17 05:45:21	020	train	3.6853	0.1436	|	test	3.2251	0.1707
04-17 05:48:15	021	train	3.6456	0.1503	|	test	3.1450	0.1821
04-17 05:51:08	022	train	3.6122	0.1562	|	test	3.2039	0.1608
04-17 05:54:02	023	train	3.5820	0.1612	|	test	3.0632	0.1843
04-17 05:56:57	024	train	3.5538	0.1656	|	test	3.0480	0.1950
04-17 05:59:50	025	train	3.5235	0.1707	|	test	2.9835	0.2066
04-17 06:02:44	026	train	3.4943	0.1742	|	test	2.9249	0.2084
04-17 06:05:38	027	train	3.4709	0.1796	|	test	2.9374	0.1927
04-17 06:08:32	028	train	3.4403	0.1817	|	test	2.9102	0.2011
04-17 06:11:26	029	train	3.4196	0.1866	|	test	2.9248	0.2113
04-17 06:14:20	030	train	3.3971	0.1906	|	test	2.8565	0.2189
04-17 06:17:14	031	train	3.3761	0.1934	|	test	2.8082	0.2127
04-17 06:20:08	032	train	3.3562	0.1999	|	test	2.7622	0.2223
04-17 06:23:02	033	train	3.3380	0.2015	|	test	2.7195	0.2259
04-17 06:25:56	034	train	3.3208	0.2034	|	test	2.7644	0.2292
04-17 06:28:50	035	train	3.3066	0.2062	|	test	2.7619	0.2175
04-17 06:31:44	036	train	3.2853	0.2111	|	test	2.6974	0.2356
04-17 06:34:38	037	train	3.2771	0.2098	|	test	2.7063	0.2239
04-17 06:37:32	038	train	3.2683	0.2109	|	test	2.6727	0.2335
04-17 06:40:26	039	train	3.2507	0.2170	|	test	2.6552	0.2376
04-17 06:43:20	040	train	3.2422	0.2180	|	test	2.6623	0.2299
04-17 06:46:14	041	train	3.2303	0.2198	|	test	2.6743	0.2411
04-17 06:49:08	042	train	3.2188	0.2217	|	test	2.6662	0.2335
04-17 06:52:02	043	train	3.2125	0.2231	|	test	2.6230	0.2378
04-17 06:54:56	044	train	3.2074	0.2255	|	test	2.6486	0.2354
04-17 06:57:51	045	train	3.1943	0.2269	|	test	2.5852	0.2385
04-17 07:00:45	046	train	3.1880	0.2275	|	test	2.6202	0.2399
04-17 07:03:39	047	train	3.1776	0.2296	|	test	2.6285	0.2360
04-17 07:06:33	048	train	3.1731	0.2295	|	test	2.5951	0.2500
04-17 07:09:27	049	train	3.1678	0.2318	|	test	2.6134	0.2392
04-17 07:12:21	050	train	3.1574	0.2330	|	test	2.5818	0.2452
04-17 07:15:15	051	train	3.1509	0.2331	|	test	2.5546	0.2547
04-17 07:18:09	052	train	3.1377	0.2371	|	test	2.5539	0.2534
04-17 07:21:03	053	train	3.1257	0.2354	|	test	2.5739	0.2568
04-17 07:23:57	054	train	3.1164	0.2409	|	test	2.5598	0.2496
04-17 07:26:51	055	train	3.1045	0.2423	|	test	2.4948	0.2593
04-17 07:29:45	056	train	3.0939	0.2445	|	test	2.5188	0.2488
04-17 07:32:39	057	train	3.0847	0.2464	|	test	2.5409	0.2541
04-17 07:35:33	058	train	3.0765	0.2473	|	test	2.5243	0.2518
04-17 07:38:27	059	train	3.0710	0.2481	|	test	2.5107	0.2633
04-17 07:41:21	060	train	3.0559	0.2506	|	test	2.4626	0.2698
04-17 07:44:15	061	train	3.0464	0.2511	|	test	2.5002	0.2688
04-17 07:47:08	062	train	3.0358	0.2547	|	test	2.4523	0.2637
04-17 07:50:02	063	train	3.0285	0.2571	|	test	2.4743	0.2684
04-17 07:52:56	064	train	3.0187	0.2574	|	test	2.4356	0.2545
04-17 07:55:50	065	train	3.0062	0.2633	|	test	2.4296	0.2663
04-17 07:58:44	066	train	3.0014	0.2616	|	test	2.4000	0.2638
04-17 08:01:38	067	train	2.9910	0.2635	|	test	2.4157	0.2772
04-17 08:04:32	068	train	2.9789	0.2669	|	test	2.4278	0.2702
04-17 08:07:26	069	train	2.9713	0.2673	|	test	2.4151	0.2598
04-17 08:10:20	070	train	2.9595	0.2685	|	test	2.4108	0.2718
04-17 08:13:14	071	train	2.9493	0.2709	|	test	2.3599	0.2799
04-17 08:16:08	072	train	2.9382	0.2727	|	test	2.4073	0.2828
04-17 08:19:02	073	train	2.9342	0.2722	|	test	2.3978	0.2689
04-17 08:21:56	074	train	2.9229	0.2747	|	test	2.3670	0.2768
04-17 08:24:50	075	train	2.9120	0.2772	|	test	2.3759	0.2840
04-17 08:27:44	076	train	2.8964	0.2806	|	test	2.3420	0.2843
04-17 08:30:37	077	train	2.8882	0.2813	|	test	2.3769	0.2737
04-17 08:33:31	078	train	2.8741	0.2842	|	test	2.3291	0.2820
04-17 08:36:25	079	train	2.8596	0.2859	|	test	2.3825	0.2759
04-17 08:39:19	080	train	2.8420	0.2881	|	test	2.3361	0.2812
04-17 08:42:13	081	train	2.8319	0.2911	|	test	2.3267	0.2846
04-17 08:45:06	082	train	2.8177	0.2931	|	test	2.2937	0.2834
