04-24 06:44:10	##### arguments #####
04-24 06:44:10	dataset: cifar100
04-24 06:44:10	model_config: config/model/wrn-16-4.json
04-24 06:44:10	-- num_layer: 16
04-24 06:44:10	-- widening_factor: 4
04-24 06:44:10	run_config: config/run/adv_train.json
04-24 06:44:10	-- batch_size_train: 128
04-24 06:44:10	-- batch_size_eval: 256
04-24 06:44:10	-- num_epochs: 100
04-24 06:44:10	-- learning_rate: 0.1
04-24 06:44:10	-- learning_rate_scheduler: cyclicLR
04-24 06:44:10	-- momentum: 0.9
04-24 06:44:10	-- weight_decay: 0.0005
04-24 06:44:10	-- dropout_rate: 0
04-24 06:44:10	-- adv_train_type: pgd
04-24 06:44:10	-- epsilon_train: 8
04-24 06:44:10	-- alpha_train: 2
04-24 06:44:10	-- restarts_train: 1
04-24 06:44:10	-- attack_iters_train: 7
04-24 06:44:10	-- epsilon_eval: 8
04-24 06:44:10	-- alpha_eval: 2
04-24 06:44:10	-- restarts_eval: 1
04-24 06:44:10	-- attack_iters_eval: 5
04-24 06:44:10	device: cuda (1 GPUs)
04-24 06:44:10	output_path: results/cifar100/baselines/adversarial/wrn-16-4
04-24 06:44:10	log_file: results/cifar100/baselines/adversarial/wrn-16-4/adv_train_wrn_log.txt

04-24 06:44:10	start loading datasets: cifar100
04-24 06:44:11	loaded 50000 dataset_train samples
04-24 06:44:11	loaded 10000 dataset_test samples
04-24 06:44:11	elapsed time: 0:00:01.477225

04-24 06:44:11	start initializing a model
04-24 06:44:11	end initializing a model
04-24 06:44:11	elapsed time:0:00:00.047061

04-24 06:44:11	start setting trainer configurations
04-24 06:44:15	end setting trainer configurations
04-24 06:44:15	elapsed time:0:00:04.000666

04-24 06:44:15	start training a model
04-24 06:44:15	ep	split	adv_loss	adv_acc	|	split	adv_loss	adv_acc
04-24 06:46:26	001	train	5.2728	0.0058	|	test	4.4794	0.0247
04-24 06:48:36	002	train	4.5365	0.0246	|	test	4.4093	0.0285
04-24 06:50:46	003	train	4.4827	0.0320	|	test	4.3388	0.0373
04-24 06:52:57	004	train	4.4278	0.0400	|	test	4.2264	0.0479
04-24 06:55:07	005	train	4.3114	0.0537	|	test	4.0134	0.0643
04-24 06:57:18	006	train	4.1944	0.0655	|	test	3.8762	0.0804
04-24 06:59:28	007	train	4.1156	0.0769	|	test	3.7840	0.0878
04-24 07:01:38	008	train	4.0446	0.0849	|	test	3.7019	0.1051
04-24 07:03:49	009	train	3.9834	0.0939	|	test	3.5871	0.1152
04-24 07:05:59	010	train	3.9325	0.1036	|	test	3.5322	0.1204
04-24 07:08:10	011	train	3.8808	0.1101	|	test	3.4575	0.1302
04-24 07:10:20	012	train	3.8316	0.1182	|	test	3.3889	0.1432
04-24 07:12:31	013	train	3.7878	0.1264	|	test	3.3575	0.1505
04-24 07:14:41	014	train	3.7432	0.1326	|	test	3.2398	0.1602
04-24 07:16:52	015	train	3.6991	0.1406	|	test	3.2219	0.1660
04-24 07:19:02	016	train	3.6572	0.1475	|	test	3.1454	0.1736
04-24 07:21:13	017	train	3.6198	0.1542	|	test	3.0984	0.1786
04-24 07:23:24	018	train	3.5778	0.1596	|	test	3.0095	0.1902
04-24 07:25:34	019	train	3.5427	0.1649	|	test	2.9675	0.1925
04-24 07:27:45	020	train	3.5076	0.1716	|	test	2.9573	0.1960
04-24 07:29:56	021	train	3.4728	0.1783	|	test	2.8923	0.2067
04-24 07:32:06	022	train	3.4449	0.1821	|	test	2.8505	0.2104
04-24 07:34:17	023	train	3.4107	0.1887	|	test	2.8214	0.2154
04-24 07:36:27	024	train	3.3875	0.1925	|	test	2.7836	0.2193
