04-24 06:04:36	##### arguments #####
04-24 06:04:36	dataset: cifar100
04-24 06:04:36	model_config: config/model/wrn-16-2.json
04-24 06:04:36	-- num_layer: 16
04-24 06:04:36	-- widening_factor: 2
04-24 06:04:36	run_config: config/run/adv_train_fgsm.json
04-24 06:04:36	-- batch_size_train: 128
04-24 06:04:36	-- batch_size_eval: 256
04-24 06:04:36	-- num_epochs: 100
04-24 06:04:36	-- learning_rate: 0.1
04-24 06:04:36	-- learning_rate_scheduler: cyclicLR
04-24 06:04:36	-- momentum: 0.9
04-24 06:04:36	-- weight_decay: 0.0005
04-24 06:04:36	-- dropout_rate: 0
04-24 06:04:36	-- adv_train_type: fgsm
04-24 06:04:36	-- epsilon_train: 8
04-24 06:04:36	-- alpha_train: 2
04-24 06:04:36	-- epsilon_eval: 8
04-24 06:04:36	-- alpha_eval: 2
04-24 06:04:36	-- restarts_eval: 1
04-24 06:04:36	-- attack_iters_eval: 5
04-24 06:04:36	device: cuda (1 GPUs)
04-24 06:04:36	output_path: results/cifar100/baselines/adversarial_fgsm/wrn-16-2
04-24 06:04:36	log_file: results/cifar100/baselines/adversarial_fgsm/wrn-16-2/adv_train_wrn_log.txt

04-24 06:04:36	start loading datasets: cifar100
04-24 06:04:38	loaded 50000 dataset_train samples
04-24 06:04:38	loaded 10000 dataset_test samples
04-24 06:04:38	elapsed time: 0:00:01.476254

04-24 06:04:38	start initializing a model
04-24 06:04:38	end initializing a model
04-24 06:04:38	elapsed time:0:00:00.017517

04-24 06:04:38	start setting trainer configurations
04-24 06:04:42	end setting trainer configurations
04-24 06:04:42	elapsed time:0:00:03.976985

04-24 06:04:42	start training a model
04-24 06:04:42	ep	split	adv_loss	adv_acc	|	split	adv_loss	adv_acc
04-24 06:05:06	001	train	4.9047	0.0116	|	test	4.4697	0.0175
04-24 06:05:30	002	train	4.4509	0.0362	|	test	4.3398	0.0259
04-24 06:05:54	003	train	4.3178	0.0515	|	test	4.1794	0.0397
04-24 06:06:18	004	train	4.1585	0.0720	|	test	3.9943	0.0491
04-24 06:06:41	005	train	3.9940	0.0916	|	test	3.8014	0.0612
04-24 06:07:05	006	train	3.8563	0.1099	|	test	3.6786	0.0697
04-24 06:07:28	007	train	3.7320	0.1285	|	test	3.5522	0.0730
04-24 06:07:52	008	train	3.6182	0.1473	|	test	3.4202	0.0813
04-24 06:08:15	009	train	3.5062	0.1674	|	test	3.3181	0.0946
04-24 06:08:39	010	train	3.3989	0.1839	|	test	3.2053	0.1009
04-24 06:09:02	011	train	3.2883	0.2021	|	test	3.0729	0.0999
04-24 06:09:26	012	train	3.1866	0.2206	|	test	2.9976	0.1084
04-24 06:09:49	013	train	3.0838	0.2382	|	test	2.9118	0.1093
04-24 06:10:13	014	train	2.9885	0.2551	|	test	2.8563	0.1095
04-24 06:10:36	015	train	2.9019	0.2699	|	test	2.7758	0.1179
04-24 06:11:00	016	train	2.8202	0.2850	|	test	2.6636	0.1148
04-24 06:11:24	017	train	2.7537	0.2986	|	test	2.6091	0.1233
04-24 06:11:47	018	train	2.6823	0.3089	|	test	2.5709	0.1245
04-24 06:12:11	019	train	2.6286	0.3198	|	test	2.5262	0.1306
04-24 06:12:35	020	train	2.5783	0.3308	|	test	2.4900	0.1263
04-24 06:12:58	021	train	2.5270	0.3418	|	test	2.4767	0.1182
04-24 06:13:22	022	train	2.4875	0.3516	|	test	2.4268	0.1333
04-24 06:13:45	023	train	2.4547	0.3562	|	test	2.3973	0.1325
04-24 06:14:09	024	train	2.4264	0.3611	|	test	2.4177	0.1278
04-24 06:14:32	025	train	2.3953	0.3689	|	test	2.3489	0.1275
04-24 06:14:56	026	train	2.3694	0.3740	|	test	2.3887	0.1284
04-24 06:15:19	027	train	2.3465	0.3789	|	test	2.3807	0.1322
04-24 06:15:43	028	train	2.3231	0.3835	|	test	2.3611	0.1302
04-24 06:16:06	029	train	2.3066	0.3887	|	test	2.3157	0.1384
04-24 06:16:30	030	train	2.2898	0.3903	|	test	2.3192	0.1246
04-24 06:16:54	031	train	2.2761	0.3929	|	test	2.3693	0.1205
04-24 06:17:17	032	train	2.2576	0.3956	|	test	2.2727	0.1254
04-24 06:17:41	033	train	2.2436	0.4016	|	test	2.3003	0.1360
04-24 06:18:04	034	train	2.2361	0.4009	|	test	2.2663	0.1413
04-24 06:18:28	035	train	2.2224	0.4029	|	test	2.3565	0.1208
04-24 06:18:51	036	train	2.2057	0.4055	|	test	2.2644	0.1351
04-24 06:19:15	037	train	2.2009	0.4099	|	test	2.2579	0.1301
04-24 06:19:39	038	train	2.1935	0.4109	|	test	2.2734	0.1448
04-24 06:20:02	039	train	2.1821	0.4123	|	test	2.2899	0.1308
04-24 06:20:26	040	train	2.1785	0.4141	|	test	2.2590	0.1325
04-24 06:20:49	041	train	2.1723	0.4117	|	test	2.2231	0.1344
