04-16 12:01:09	##### arguments #####
04-16 12:01:09	dataset: cifar10
04-16 12:01:09	model_config: config/model/wrn-16-4.json
04-16 12:01:09	-- num_layer: 16
04-16 12:01:09	-- widening_factor: 4
04-16 12:01:09	run_config: config/run/adv_train.json
04-16 12:01:09	-- batch_size_train: 128
04-16 12:01:09	-- batch_size_eval: 256
04-16 12:01:09	-- num_epochs: 100
04-16 12:01:09	-- learning_rate: 0.1
04-16 12:01:09	-- learning_rate_scheduler: cyclicLR
04-16 12:01:09	-- momentum: 0.9
04-16 12:01:09	-- weight_decay: 0.0005
04-16 12:01:09	-- dropout_rate: 0
04-16 12:01:09	-- adv_train_type: pgd
04-16 12:01:09	-- epsilon_train: 8
04-16 12:01:09	-- alpha_train: 2
04-16 12:01:09	-- restarts_train: 1
04-16 12:01:09	-- attack_iters_train: 7
04-16 12:01:09	-- epsilon_eval: 8
04-16 12:01:09	-- alpha_eval: 2
04-16 12:01:09	-- restarts_eval: 1
04-16 12:01:09	-- attack_iters_eval: 5
04-16 12:01:09	device: cuda (1 GPUs)
04-16 12:01:09	output_path: results/cifar10/baselines/adversarial/wrn-16-4
04-16 12:01:09	log_file: results/cifar10/baselines/adversarial/wrn-16-4/adv_train_wrn_log.txt

04-16 12:01:09	start loading datasets: cifar10
04-16 12:01:10	loaded 50000 dataset_train samples
04-16 12:01:10	loaded 10000 dataset_test samples
04-16 12:01:10	elapsed time: 0:00:01.207307

04-16 12:01:10	start initializing a model
04-16 12:01:11	end initializing a model
04-16 12:01:11	elapsed time:0:00:00.046874

04-16 12:01:11	start setting trainer configurations
04-16 12:01:15	end setting trainer configurations
04-16 12:01:15	elapsed time:0:00:04.394058

04-16 12:01:15	start training a model
04-16 12:01:15	ep	split	adv_loss	adv_acc	|	split	adv_loss	adv_acc
04-16 12:03:25	001	train	2.8815	0.0267	|	test	2.2012	0.1043
04-16 12:05:36	002	train	2.2448	0.1406	|	test	2.0842	0.1865
04-16 12:07:46	003	train	2.1727	0.1848	|	test	1.9951	0.2229
04-16 12:09:57	004	train	2.1186	0.2089	|	test	1.9218	0.2430
04-16 12:12:07	005	train	2.0693	0.2256	|	test	1.8453	0.2769
04-16 12:14:18	006	train	2.0189	0.2461	|	test	1.7665	0.2896
04-16 12:16:28	007	train	1.9794	0.2559	|	test	1.7308	0.3142
04-16 12:18:38	008	train	1.9495	0.2696	|	test	1.6886	0.3138
04-16 12:20:49	009	train	1.9203	0.2774	|	test	1.6550	0.3222
04-16 12:22:59	010	train	1.8965	0.2888	|	test	1.6516	0.3292
04-16 12:25:10	011	train	1.8716	0.2939	|	test	1.5804	0.3394
04-16 12:27:20	012	train	1.8512	0.3030	|	test	1.5714	0.3458
04-16 12:29:31	013	train	1.8272	0.3121	|	test	1.5273	0.3667
04-16 12:31:41	014	train	1.8028	0.3194	|	test	1.4971	0.3784
04-16 12:33:52	015	train	1.7802	0.3274	|	test	1.4521	0.3832
04-16 12:36:02	016	train	1.7576	0.3381	|	test	1.4356	0.3934
04-16 12:38:12	017	train	1.7333	0.3449	|	test	1.4043	0.3950
04-16 12:40:23	018	train	1.7144	0.3507	|	test	1.3831	0.4019
04-16 12:42:34	019	train	1.6898	0.3601	|	test	1.3701	0.4198
04-16 12:44:44	020	train	1.6690	0.3703	|	test	1.3305	0.4070
04-16 12:46:55	021	train	1.6509	0.3743	|	test	1.3201	0.4255
04-16 12:49:05	022	train	1.6301	0.3847	|	test	1.3058	0.4272
04-16 12:51:16	023	train	1.6159	0.3872	|	test	1.2762	0.4514
04-16 12:53:27	024	train	1.5984	0.3961	|	test	1.2503	0.4404
04-16 12:55:37	025	train	1.5801	0.4014	|	test	1.2683	0.4534
04-16 12:57:48	026	train	1.5628	0.4070	|	test	1.2453	0.4617
04-16 12:59:58	027	train	1.5478	0.4132	|	test	1.2255	0.4701
04-16 13:02:09	028	train	1.5389	0.4152	|	test	1.2027	0.4606
04-16 13:04:19	029	train	1.5244	0.4264	|	test	1.2029	0.4746
04-16 13:06:30	030	train	1.5124	0.4286	|	test	1.1963	0.4780
04-16 13:08:41	031	train	1.5021	0.4296	|	test	1.1740	0.4724
04-16 13:10:51	032	train	1.4904	0.4361	|	test	1.1564	0.4849
04-16 13:13:01	033	train	1.4821	0.4362	|	test	1.1748	0.4836
04-16 13:15:12	034	train	1.4702	0.4435	|	test	1.1670	0.4919
04-16 13:17:23	035	train	1.4640	0.4441	|	test	1.1381	0.4982
04-16 13:19:33	036	train	1.4577	0.4462	|	test	1.1382	0.4983
04-16 13:21:43	037	train	1.4498	0.4504	|	test	1.1219	0.4977
04-16 13:23:54	038	train	1.4428	0.4508	|	test	1.1134	0.5096
04-16 13:26:04	039	train	1.4343	0.4534	|	test	1.1193	0.5075
04-16 13:28:14	040	train	1.4314	0.4568	|	test	1.1202	0.4833
04-16 13:30:24	041	train	1.4269	0.4571	|	test	1.1129	0.5105
04-16 13:32:35	042	train	1.4212	0.4597	|	test	1.1034	0.5091
04-16 13:34:46	043	train	1.4161	0.4603	|	test	1.1075	0.5137
04-16 13:36:56	044	train	1.4119	0.4625	|	test	1.0870	0.5126
04-16 13:39:07	045	train	1.4019	0.4655	|	test	1.0957	0.5161
04-16 13:41:17	046	train	1.4013	0.4658	|	test	1.0924	0.4994
04-16 13:43:28	047	train	1.3961	0.4674	|	test	1.0965	0.4928
04-16 13:45:38	048	train	1.3960	0.4694	|	test	1.1009	0.5123
04-16 13:47:48	049	train	1.3894	0.4666	|	test	1.0873	0.5097
04-16 13:49:59	050	train	1.3888	0.4694	|	test	1.1032	0.5094
04-16 13:52:09	051	train	1.3829	0.4729	|	test	1.0793	0.5021
04-16 13:54:19	052	train	1.3766	0.4740	|	test	1.0965	0.5184
04-16 13:56:30	053	train	1.3695	0.4733	|	test	1.0828	0.5180
04-16 13:58:40	054	train	1.3674	0.4810	|	test	1.0692	0.5192
04-16 14:00:51	055	train	1.3610	0.4809	|	test	1.0808	0.5180
04-16 14:03:01	056	train	1.3528	0.4810	|	test	1.0670	0.5026
04-16 14:05:12	057	train	1.3522	0.4841	|	test	1.0365	0.5191
04-16 14:07:22	058	train	1.3440	0.4859	|	test	1.0627	0.5178
04-16 14:09:33	059	train	1.3391	0.4882	|	test	1.0321	0.5301
04-16 14:11:44	060	train	1.3350	0.4895	|	test	1.0423	0.5230
04-16 14:13:54	061	train	1.3303	0.4895	|	test	1.0361	0.5136
04-16 14:16:05	062	train	1.3246	0.4912	|	test	1.0430	0.5211
04-16 14:18:15	063	train	1.3208	0.4935	|	test	1.0173	0.5305
04-16 14:20:26	064	train	1.3152	0.4966	|	test	1.0328	0.5231
04-16 14:22:36	065	train	1.3114	0.4947	|	test	1.0315	0.5266
04-16 14:24:47	066	train	1.3048	0.5018	|	test	1.0096	0.5248
04-16 14:26:57	067	train	1.3018	0.5002	|	test	1.0224	0.5341
04-16 14:29:08	068	train	1.2984	0.5011	|	test	0.9923	0.5309
