04-22 20:13:15	##### arguments #####
04-22 20:13:15	dataset: cifar100
04-22 20:13:15	model_config: config/model/wrn-40-4.json
04-22 20:13:15	-- num_layer: 40
04-22 20:13:15	-- widening_factor: 4
04-22 20:13:15	run_config: config/run/adv_train_fgsm.json
04-22 20:13:15	-- batch_size_train: 128
04-22 20:13:15	-- batch_size_eval: 256
04-22 20:13:15	-- num_epochs: 100
04-22 20:13:15	-- learning_rate: 0.1
04-22 20:13:15	-- learning_rate_scheduler: cyclicLR
04-22 20:13:15	-- momentum: 0.9
04-22 20:13:15	-- weight_decay: 0.0005
04-22 20:13:15	-- dropout_rate: 0
04-22 20:13:15	-- adv_train_type: fgsm
04-22 20:13:15	-- epsilon_train: 8
04-22 20:13:15	-- alpha_train: 2
04-22 20:13:15	-- epsilon_eval: 8
04-22 20:13:15	-- alpha_eval: 2
04-22 20:13:15	-- restarts_eval: 1
04-22 20:13:15	-- attack_iters_eval: 5
04-22 20:13:15	device: cuda (1 GPUs)
04-22 20:13:15	output_path: results/cifar100/baselines/adversarial_fgsm/wrn-40-4
04-22 20:13:15	log_file: results/cifar100/baselines/adversarial_fgsm/wrn-40-4/adv_train_wrn_log.txt

04-22 20:13:15	start loading datasets: cifar100
04-22 20:13:18	loaded 50000 dataset_train samples
04-22 20:13:18	loaded 10000 dataset_test samples
04-22 20:13:18	elapsed time: 0:00:02.220167

04-22 20:13:18	start initializing a model
04-22 20:13:18	end initializing a model
04-22 20:13:18	elapsed time:0:00:00.225426

04-22 20:13:18	start setting trainer configurations
04-22 20:13:22	end setting trainer configurations
04-22 20:13:22	elapsed time:0:00:04.263317

04-22 20:13:22	start training a model
04-22 20:13:22	ep	split	adv_loss	adv_acc	|	split	adv_loss	adv_acc
04-22 20:15:35	001	train	4.7039	0.0092	|	test	4.5314	0.0018
04-22 20:17:52	002	train	4.4841	0.0274	|	test	4.3759	0.0286
04-22 20:20:09	003	train	4.3336	0.0467	|	test	4.1752	0.0322
04-22 20:22:27	004	train	4.1577	0.0668	|	test	3.9460	0.0527
04-22 20:24:44	005	train	3.9351	0.0983	|	test	3.7081	0.0676
04-22 20:27:02	006	train	3.7665	0.1226	|	test	3.5406	0.0713
04-22 20:29:19	007	train	3.6141	0.1462	|	test	3.3714	0.0866
04-22 20:31:37	008	train	3.4563	0.1753	|	test	3.2246	0.0992
04-22 20:33:54	009	train	3.3057	0.1996	|	test	3.1075	0.1032
04-22 20:36:12	010	train	3.1636	0.2261	|	test	2.9876	0.1078
04-22 20:38:30	011	train	3.0281	0.2485	|	test	2.8604	0.1237
04-22 20:40:47	012	train	2.9035	0.2723	|	test	2.7428	0.1283
04-22 20:43:05	013	train	2.7804	0.2947	|	test	2.6614	0.1280
04-22 20:45:23	014	train	2.6700	0.3151	|	test	2.5765	0.1366
04-22 20:47:40	015	train	2.5742	0.3339	|	test	2.5252	0.1406
04-22 20:49:58	016	train	2.4846	0.3526	|	test	2.4554	0.1403
04-22 20:52:16	017	train	2.4012	0.3682	|	test	2.3717	0.1441
04-22 20:54:33	018	train	2.3262	0.3854	|	test	2.3198	0.1390
04-22 20:56:51	019	train	2.2637	0.3962	|	test	2.3339	0.1537
04-22 20:59:09	020	train	2.1966	0.4106	|	test	2.3351	0.1421
04-22 21:01:26	021	train	2.1357	0.4240	|	test	2.2663	0.1463
04-22 21:03:44	022	train	2.0875	0.4355	|	test	2.2270	0.1582
04-22 21:06:01	023	train	2.0347	0.4466	|	test	2.2469	0.1493
04-22 21:08:19	024	train	1.9817	0.4572	|	test	2.2057	0.1552
04-22 21:10:36	025	train	1.9429	0.4685	|	test	2.1881	0.1550
04-22 21:12:54	026	train	1.9073	0.4734	|	test	2.1744	0.1565
04-22 21:15:11	027	train	1.8683	0.4817	|	test	2.1589	0.1546
04-22 21:17:29	028	train	1.8397	0.4880	|	test	2.1626	0.1601
04-22 21:19:46	029	train	1.8044	0.4955	|	test	2.1425	0.1582
04-22 21:22:04	030	train	1.7734	0.5030	|	test	2.1539	0.1487
04-22 21:24:21	031	train	1.7531	0.5089	|	test	2.1246	0.1514
04-22 21:26:39	032	train	1.7230	0.5150	|	test	2.0827	0.1592
04-22 21:28:56	033	train	1.6963	0.5205	|	test	2.1266	0.1656
04-22 21:31:14	034	train	1.6875	0.5256	|	test	2.1233	0.1563
04-22 21:33:32	035	train	1.6604	0.5291	|	test	2.1122	0.1622
