04-15 02:54:12	##### arguments #####
04-15 02:54:12	dataset: cifar10
04-15 02:54:12	model_config: config/model/wrn-40-4.json
04-15 02:54:12	-- num_layer: 40
04-15 02:54:12	-- widening_factor: 4
04-15 02:54:12	run_config: config/run/adv_train_fgsm.json
04-15 02:54:12	-- batch_size_train: 128
04-15 02:54:12	-- batch_size_eval: 256
04-15 02:54:12	-- num_epochs: 100
04-15 02:54:12	-- learning_rate: 0.1
04-15 02:54:12	-- learning_rate_scheduler: cyclicLR
04-15 02:54:12	-- momentum: 0.9
04-15 02:54:12	-- weight_decay: 0.0005
04-15 02:54:12	-- dropout_rate: 0
04-15 02:54:12	-- adv_train_type: fgsm
04-15 02:54:12	-- epsilon_train: 8
04-15 02:54:12	-- alpha_train: 2
04-15 02:54:12	-- epsilon_eval: 8
04-15 02:54:12	-- alpha_eval: 2
04-15 02:54:12	-- restarts_eval: 1
04-15 02:54:12	-- attack_iters_eval: 5
04-15 02:54:12	device: cuda (1 GPUs)
04-15 02:54:12	output_path: results/cifar10/baselines/adversarial_fgsm/wrn-40-4
04-15 02:54:12	log_file: results/cifar10/baselines/adversarial_fgsm/wrn-40-4/adv_train_wrn_log.txt

04-15 02:54:12	start loading datasets: cifar10
04-15 02:54:14	loaded 50000 dataset_train samples
04-15 02:54:14	loaded 10000 dataset_test samples
04-15 02:54:14	elapsed time: 0:00:01.215058

04-15 02:54:14	start initializing a model
04-15 02:54:14	end initializing a model
04-15 02:54:14	elapsed time:0:00:00.145467

04-15 02:54:14	start setting trainer configurations
04-15 02:54:18	end setting trainer configurations
04-15 02:54:18	elapsed time:0:00:03.902581

04-15 02:54:18	start training a model
04-15 02:54:18	ep	split	adv_loss	adv_acc	|	split	adv_loss	adv_acc
04-15 02:56:35	001	train	2.3139	0.0981	|	test	2.0453	0.0353
04-15 02:58:53	002	train	2.0645	0.1641	|	test	1.9474	0.1115
04-15 03:01:10	003	train	1.9459	0.2364	|	test	1.8229	0.1516
04-15 03:03:28	004	train	1.8311	0.2906	|	test	1.7442	0.1663
04-15 03:05:45	005	train	1.7404	0.3327	|	test	1.6748	0.1824
04-15 03:08:03	006	train	1.6378	0.3757	|	test	1.5502	0.1976
04-15 03:10:20	007	train	1.5324	0.4215	|	test	1.5162	0.2089
04-15 03:12:38	008	train	1.4272	0.4663	|	test	1.4202	0.2270
04-15 03:14:55	009	train	1.3243	0.5030	|	test	1.3534	0.2434
04-15 03:17:13	010	train	1.2301	0.5425	|	test	1.3008	0.2565
04-15 03:19:31	011	train	1.1506	0.5728	|	test	1.2539	0.2576
04-15 03:21:48	012	train	1.0893	0.5982	|	test	1.2247	0.2854
04-15 03:24:06	013	train	1.0267	0.6227	|	test	1.2232	0.2639
04-15 03:26:24	014	train	0.9780	0.6381	|	test	1.1706	0.2946
04-15 03:28:41	015	train	0.9372	0.6537	|	test	1.1799	0.2871
04-15 03:30:59	016	train	0.8939	0.6724	|	test	1.1984	0.2703
04-15 03:33:17	017	train	0.8636	0.6819	|	test	1.1567	0.3136
04-15 03:35:34	018	train	0.8319	0.6951	|	test	1.1361	0.2869
04-15 03:37:52	019	train	0.8055	0.7026	|	test	1.1276	0.3015
04-15 03:40:10	020	train	0.7838	0.7118	|	test	1.1171	0.2981
04-15 03:42:27	021	train	0.7597	0.7211	|	test	1.1304	0.2910
04-15 03:44:45	022	train	0.7381	0.7285	|	test	1.1303	0.2868
04-15 03:47:02	023	train	0.7206	0.7349	|	test	1.1215	0.2902
04-15 03:49:20	024	train	0.7024	0.7406	|	test	1.0979	0.3046
04-15 03:51:38	025	train	0.6840	0.7473	|	test	1.1096	0.3003
04-15 03:53:55	026	train	0.6710	0.7525	|	test	1.0649	0.3211
04-15 03:56:13	027	train	0.6550	0.7586	|	test	1.0686	0.3183
04-15 03:58:30	028	train	0.6370	0.7651	|	test	1.0536	0.3168
04-15 04:00:48	029	train	0.6299	0.7680	|	test	1.0965	0.3046
04-15 04:03:06	030	train	0.6170	0.7733	|	test	1.0719	0.3206
04-15 04:05:23	031	train	0.6076	0.7739	|	test	1.0660	0.3231
04-15 04:07:41	032	train	0.5961	0.7805	|	test	1.0591	0.3360
04-15 04:09:59	033	train	0.5891	0.7819	|	test	1.1009	0.3111
04-15 04:12:16	034	train	0.5835	0.7835	|	test	1.0849	0.3131
04-15 04:14:34	035	train	0.5706	0.7892	|	test	1.0599	0.3282
04-15 04:16:51	036	train	0.5654	0.7921	|	test	1.1538	0.2793
04-15 04:19:09	037	train	0.5619	0.7941	|	test	1.0728	0.3178
04-15 04:21:26	038	train	0.5580	0.7932	|	test	1.0773	0.3289
04-15 04:23:44	039	train	0.5477	0.7993	|	test	1.1089	0.3040
04-15 04:26:01	040	train	0.5445	0.7964	|	test	1.0433	0.3394
04-15 04:28:19	041	train	0.5393	0.8007	|	test	1.0656	0.3282
04-15 04:30:37	042	train	0.5339	0.8025	|	test	1.0710	0.3296
04-15 04:32:54	043	train	0.5289	0.8054	|	test	1.1220	0.3004
04-15 04:35:12	044	train	0.5264	0.8058	|	test	1.0883	0.3096
04-15 04:37:29	045	train	0.5223	0.8069	|	test	1.0826	0.3126
04-15 04:39:47	046	train	0.5176	0.8100	|	test	1.0884	0.3108
04-15 04:42:04	047	train	0.5185	0.8086	|	test	1.1358	0.2978
04-15 04:44:22	048	train	0.5119	0.8105	|	test	1.0874	0.3279
04-15 04:46:40	049	train	0.5053	0.8120	|	test	1.1606	0.2795
04-15 04:48:57	050	train	0.5076	0.8139	|	test	1.1417	0.2910
04-15 04:51:14	051	train	0.5008	0.8161	|	test	1.0743	0.3258
04-15 04:53:32	052	train	0.4909	0.8188	|	test	1.1130	0.3102
04-15 04:55:49	053	train	0.4845	0.8206	|	test	1.0761	0.3242
04-15 04:58:07	054	train	0.4786	0.8251	|	test	1.1105	0.3032
04-15 05:00:24	055	train	0.4688	0.8259	|	test	1.0783	0.3145
04-15 05:02:42	056	train	0.4641	0.8282	|	test	1.0849	0.3183
04-15 05:04:59	057	train	0.4516	0.8323	|	test	1.0683	0.3379
04-15 05:07:16	058	train	0.4492	0.8357	|	test	1.0432	0.3415
04-15 05:09:34	059	train	0.4423	0.8375	|	test	1.1399	0.3014
04-15 05:11:51	060	train	0.4374	0.8382	|	test	1.1038	0.3124
04-15 05:14:09	061	train	0.4277	0.8412	|	test	1.0776	0.3314
04-15 05:16:26	062	train	0.4228	0.8439	|	test	1.0790	0.3160
04-15 05:18:44	063	train	0.4151	0.8473	|	test	1.0902	0.3245
04-15 05:21:01	064	train	0.4089	0.8485	|	test	1.1511	0.3018
04-15 05:23:19	065	train	0.4021	0.8494	|	test	1.1171	0.3088
