04-23 13:15:59	##### arguments #####
04-23 13:15:59	dataset: cifar100
04-23 13:15:59	model_config: config/model/wrn-40-8.json
04-23 13:15:59	-- num_layer: 40
04-23 13:15:59	-- widening_factor: 8
04-23 13:15:59	run_config: config/run/adv_train_fgsm.json
04-23 13:15:59	-- batch_size_train: 128
04-23 13:15:59	-- batch_size_eval: 256
04-23 13:15:59	-- num_epochs: 100
04-23 13:15:59	-- learning_rate: 0.1
04-23 13:15:59	-- learning_rate_scheduler: cyclicLR
04-23 13:15:59	-- momentum: 0.9
04-23 13:15:59	-- weight_decay: 0.0005
04-23 13:15:59	-- dropout_rate: 0
04-23 13:15:59	-- adv_train_type: fgsm
04-23 13:15:59	-- epsilon_train: 8
04-23 13:15:59	-- alpha_train: 2
04-23 13:15:59	-- epsilon_eval: 8
04-23 13:15:59	-- alpha_eval: 2
04-23 13:15:59	-- restarts_eval: 1
04-23 13:15:59	-- attack_iters_eval: 5
04-23 13:15:59	device: cuda (1 GPUs)
04-23 13:15:59	output_path: results/cifar100/baselines/adversarial_fgsm/wrn-40-8
04-23 13:15:59	log_file: results/cifar100/baselines/adversarial_fgsm/wrn-40-8/adv_train_wrn_log.txt

04-23 13:15:59	start loading datasets: cifar100
04-23 13:16:00	loaded 50000 dataset_train samples
04-23 13:16:00	loaded 10000 dataset_test samples
04-23 13:16:00	elapsed time: 0:00:01.501470

04-23 13:16:00	start initializing a model
04-23 13:16:01	end initializing a model
04-23 13:16:01	elapsed time:0:00:00.589977

04-23 13:16:01	start setting trainer configurations
04-23 13:16:05	end setting trainer configurations
04-23 13:16:05	elapsed time:0:00:04.034641

04-23 13:16:05	start training a model
04-23 13:16:05	ep	split	adv_loss	adv_acc	|	split	adv_loss	adv_acc
04-23 13:23:34	001	train	4.7002	0.0096	|	test	4.4997	0.0134
04-23 13:31:03	002	train	4.4683	0.0292	|	test	4.3368	0.0286
04-23 13:38:32	003	train	4.2664	0.0537	|	test	4.0557	0.0448
04-23 13:46:01	004	train	4.0183	0.0824	|	test	3.7772	0.0580
04-23 13:53:30	005	train	3.7963	0.1160	|	test	3.5155	0.0698
04-23 14:00:59	006	train	3.5719	0.1530	|	test	3.2984	0.0882
04-23 14:08:29	007	train	3.3618	0.1883	|	test	3.1662	0.0929
04-23 14:15:59	008	train	3.1749	0.2205	|	test	2.9344	0.1193
04-23 14:23:28	009	train	3.0029	0.2545	|	test	2.7955	0.1272
04-23 14:30:58	010	train	2.8350	0.2833	|	test	2.6557	0.1269
04-23 14:38:28	011	train	2.6828	0.3115	|	test	2.5694	0.1343
04-23 14:45:58	012	train	2.5410	0.3382	|	test	2.4947	0.1345
04-23 14:53:28	013	train	2.4247	0.3657	|	test	2.3649	0.1487
04-23 15:00:58	014	train	2.3180	0.3851	|	test	2.3271	0.1540
04-23 15:08:28	015	train	2.2317	0.4053	|	test	2.3527	0.1517
04-23 15:15:58	016	train	2.1487	0.4209	|	test	2.2750	0.1502
04-23 15:23:27	017	train	2.0801	0.4354	|	test	2.2343	0.1606
04-23 15:30:57	018	train	2.0150	0.4503	|	test	2.1863	0.1641
04-23 15:38:27	019	train	1.9533	0.4637	|	test	2.1784	0.1591
04-23 15:45:56	020	train	1.8960	0.4760	|	test	2.1670	0.1596
04-23 15:53:26	021	train	1.8336	0.4914	|	test	2.1438	0.1694
04-23 16:00:56	022	train	1.7806	0.5017	|	test	2.1115	0.1613
04-23 16:08:26	023	train	1.7328	0.5113	|	test	2.0750	0.1651
04-23 16:15:55	024	train	1.6863	0.5249	|	test	2.0951	0.1637
04-23 16:23:24	025	train	1.6368	0.5346	|	test	2.1394	0.1501
04-23 16:30:53	026	train	1.5876	0.5461	|	test	2.0912	0.1544
04-23 16:38:22	027	train	1.5552	0.5549	|	test	2.0804	0.1642
04-23 16:45:52	028	train	1.5039	0.5648	|	test	2.0772	0.1680
04-23 16:53:21	029	train	1.4656	0.5766	|	test	2.0529	0.1599
04-23 17:00:50	030	train	1.4337	0.5819	|	test	2.0413	0.1598
04-23 17:08:18	031	train	1.4020	0.5921	|	test	2.0603	0.1581
04-23 17:15:47	032	train	1.3729	0.5965	|	test	2.0608	0.1595
04-23 17:23:15	033	train	1.3470	0.6041	|	test	2.0842	0.1525
04-23 17:30:44	034	train	1.3215	0.6102	|	test	2.0317	0.1679
04-23 17:38:12	035	train	1.2866	0.6193	|	test	2.0895	0.1647
04-23 17:45:40	036	train	1.2681	0.6241	|	test	2.0885	0.1457
04-23 17:53:09	037	train	1.2560	0.6279	|	test	2.0646	0.1572
04-23 18:00:37	038	train	1.2295	0.6344	|	test	2.0556	0.1605
04-23 18:08:05	039	train	1.2162	0.6347	|	test	2.1118	0.1472
04-23 18:15:33	040	train	1.1927	0.6407	|	test	2.1209	0.1536
04-23 18:23:01	041	train	1.1781	0.6473	|	test	2.1182	0.1582
04-23 18:30:30	042	train	1.1671	0.6515	|	test	2.1141	0.1587
04-23 18:37:58	043	train	1.1573	0.6529	|	test	2.1355	0.1438
04-23 18:45:26	044	train	1.1440	0.6558	|	test	2.1212	0.1594
04-23 18:52:54	045	train	1.1342	0.6589	|	test	2.2031	0.1403
04-23 19:00:22	046	train	1.1174	0.6636	|	test	2.1871	0.1458
04-23 19:07:50	047	train	1.1090	0.6664	|	test	2.1798	0.1376
04-23 19:15:18	048	train	1.0930	0.6723	|	test	2.2062	0.1454
04-23 19:22:46	049	train	1.0828	0.6705	|	test	2.0670	0.1624
04-23 19:30:14	050	train	1.0760	0.6748	|	test	2.1495	0.1525
04-23 19:37:42	051	train	1.0628	0.6778	|	test	2.1520	0.1485
04-23 19:45:10	052	train	1.0376	0.6850	|	test	2.2457	0.1384
04-23 19:52:38	053	train	1.0016	0.6964	|	test	2.0978	0.1589
04-23 20:00:06	054	train	0.9845	0.6972	|	test	2.1131	0.1528
04-23 20:07:34	055	train	0.9577	0.7070	|	test	2.1552	0.1596
04-23 20:15:02	056	train	0.9400	0.7117	|	test	2.1777	0.1480
04-23 20:22:30	057	train	0.9103	0.7202	|	test	2.1552	0.1571
