04-16 11:21:34	##### arguments #####
04-16 11:21:34	dataset: cifar10
04-16 11:21:34	model_config: config/model/wrn-16-2.json
04-16 11:21:34	-- num_layer: 16
04-16 11:21:34	-- widening_factor: 2
04-16 11:21:34	run_config: config/run/adv_train_fgsm.json
04-16 11:21:34	-- batch_size_train: 128
04-16 11:21:34	-- batch_size_eval: 256
04-16 11:21:34	-- num_epochs: 100
04-16 11:21:34	-- learning_rate: 0.1
04-16 11:21:34	-- learning_rate_scheduler: cyclicLR
04-16 11:21:34	-- momentum: 0.9
04-16 11:21:34	-- weight_decay: 0.0005
04-16 11:21:34	-- dropout_rate: 0
04-16 11:21:34	-- adv_train_type: fgsm
04-16 11:21:34	-- epsilon_train: 8
04-16 11:21:34	-- alpha_train: 2
04-16 11:21:34	-- epsilon_eval: 8
04-16 11:21:34	-- alpha_eval: 2
04-16 11:21:34	-- restarts_eval: 1
04-16 11:21:34	-- attack_iters_eval: 5
04-16 11:21:34	device: cuda (1 GPUs)
04-16 11:21:34	output_path: results/cifar10/baselines/adversarial_fgsm/wrn-16-2
04-16 11:21:34	log_file: results/cifar10/baselines/adversarial_fgsm/wrn-16-2/adv_train_wrn_log.txt

04-16 11:21:34	start loading datasets: cifar10
04-16 11:21:36	loaded 50000 dataset_train samples
04-16 11:21:36	loaded 10000 dataset_test samples
04-16 11:21:36	elapsed time: 0:00:01.205529

04-16 11:21:36	start initializing a model
04-16 11:21:36	end initializing a model
04-16 11:21:36	elapsed time:0:00:00.016961

04-16 11:21:36	start setting trainer configurations
04-16 11:21:39	end setting trainer configurations
04-16 11:21:39	elapsed time:0:00:03.885748

04-16 11:21:39	start training a model
04-16 11:21:39	ep	split	adv_loss	adv_acc	|	split	adv_loss	adv_acc
04-16 11:22:03	001	train	2.4920	0.0714	|	test	2.1552	0.0565
04-16 11:22:27	002	train	2.0880	0.2078	|	test	1.9220	0.1639
04-16 11:22:50	003	train	1.8902	0.2865	|	test	1.7734	0.1868
04-16 11:23:14	004	train	1.7759	0.3288	|	test	1.6833	0.2132
04-16 11:23:37	005	train	1.6933	0.3610	|	test	1.6574	0.2181
04-16 11:24:01	006	train	1.6199	0.3898	|	test	1.5613	0.2155
04-16 11:24:24	007	train	1.5485	0.4199	|	test	1.5057	0.2236
04-16 11:24:48	008	train	1.4667	0.4516	|	test	1.4571	0.2257
04-16 11:25:11	009	train	1.3965	0.4813	|	test	1.3972	0.2392
04-16 11:25:35	010	train	1.3357	0.5036	|	test	1.3802	0.2364
04-16 11:25:58	011	train	1.2810	0.5246	|	test	1.3666	0.2177
04-16 11:26:22	012	train	1.2294	0.5433	|	test	1.3357	0.2511
04-16 11:26:45	013	train	1.1808	0.5620	|	test	1.2587	0.2679
04-16 11:27:09	014	train	1.1403	0.5767	|	test	1.2524	0.2741
04-16 11:27:32	015	train	1.1016	0.5929	|	test	1.2305	0.2583
04-16 11:27:56	016	train	1.0704	0.6041	|	test	1.2166	0.2645
04-16 11:28:20	017	train	1.0343	0.6169	|	test	1.2092	0.2691
04-16 11:28:43	018	train	1.0084	0.6275	|	test	1.2066	0.2638
04-16 11:29:07	019	train	0.9827	0.6383	|	test	1.1932	0.2801
04-16 11:29:30	020	train	0.9595	0.6464	|	test	1.2026	0.2801
04-16 11:29:54	021	train	0.9408	0.6555	|	test	1.1831	0.2705
04-16 11:30:17	022	train	0.9220	0.6591	|	test	1.1749	0.2840
04-16 11:30:41	023	train	0.9097	0.6651	|	test	1.1400	0.2830
