04-17 03:57:07	##### arguments #####
04-17 03:57:07	dataset: cifar100
04-17 03:57:07	model_config: config/model/wrn-40-1.json
04-17 03:57:07	-- num_layer: 40
04-17 03:57:07	-- widening_factor: 1
04-17 03:57:07	run_config: config/run/adv_train_fgsm.json
04-17 03:57:07	-- batch_size_train: 128
04-17 03:57:07	-- batch_size_eval: 256
04-17 03:57:07	-- num_epochs: 100
04-17 03:57:07	-- learning_rate: 0.1
04-17 03:57:07	-- learning_rate_scheduler: cyclicLR
04-17 03:57:07	-- momentum: 0.9
04-17 03:57:07	-- weight_decay: 0.0005
04-17 03:57:07	-- dropout_rate: 0
04-17 03:57:07	-- adv_train_type: fgsm
04-17 03:57:07	-- epsilon_train: 8
04-17 03:57:07	-- alpha_train: 2
04-17 03:57:07	-- epsilon_eval: 8
04-17 03:57:07	-- alpha_eval: 2
04-17 03:57:07	-- restarts_eval: 1
04-17 03:57:07	-- attack_iters_eval: 5
04-17 03:57:07	device: cuda (1 GPUs)
04-17 03:57:07	output_path: results/cifar100/baselines/adversarial_fgsm/wrn-40-1
04-17 03:57:07	log_file: results/cifar100/baselines/adversarial_fgsm/wrn-40-1/adv_train_wrn_log.txt

04-17 03:57:07	start loading datasets: cifar100
04-17 03:57:08	loaded 50000 dataset_train samples
04-17 03:57:08	loaded 10000 dataset_test samples
04-17 03:57:08	elapsed time: 0:00:01.557439

04-17 03:57:08	start initializing a model
04-17 03:57:08	end initializing a model
04-17 03:57:08	elapsed time:0:00:00.022040

04-17 03:57:08	start setting trainer configurations
04-17 03:57:12	end setting trainer configurations
04-17 03:57:12	elapsed time:0:00:03.927697

04-17 03:57:12	start training a model
04-17 03:57:12	ep	split	adv_loss	adv_acc	|	split	adv_loss	adv_acc
04-17 03:57:54	001	train	4.6882	0.0074	|	test	4.5339	0.0075
04-17 03:58:35	002	train	4.5248	0.0188	|	test	4.4610	0.0140
04-17 03:59:16	003	train	4.4464	0.0301	|	test	4.4069	0.0164
04-17 03:59:57	004	train	4.3806	0.0384	|	test	4.3001	0.0265
04-17 04:00:38	005	train	4.2979	0.0492	|	test	4.1793	0.0315
04-17 04:01:19	006	train	4.1990	0.0585	|	test	4.0911	0.0344
04-17 04:01:59	007	train	4.1422	0.0634	|	test	4.0023	0.0408
04-17 04:02:40	008	train	4.0764	0.0747	|	test	3.9151	0.0454
04-17 04:03:22	009	train	3.9831	0.0875	|	test	3.8121	0.0532
04-17 04:04:03	010	train	3.8908	0.1012	|	test	3.7105	0.0623
04-17 04:04:45	011	train	3.8079	0.1122	|	test	3.6306	0.0647
04-17 04:05:27	012	train	3.7308	0.1251	|	test	3.5602	0.0689
04-17 04:06:08	013	train	3.6592	0.1381	|	test	3.4688	0.0721
04-17 04:06:49	014	train	3.5765	0.1517	|	test	3.3471	0.0841
04-17 04:07:30	015	train	3.4907	0.1635	|	test	3.2962	0.0889
04-17 04:08:11	016	train	3.4103	0.1791	|	test	3.2207	0.0995
04-17 04:08:52	017	train	3.3213	0.1941	|	test	3.1995	0.0800
04-17 04:09:33	018	train	3.2297	0.2099	|	test	3.0675	0.0986
04-17 04:10:14	019	train	3.1528	0.2210	|	test	2.9755	0.0993
04-17 04:10:55	020	train	3.0720	0.2379	|	test	2.9055	0.1101
04-17 04:11:35	021	train	2.9918	0.2529	|	test	2.8122	0.1021
04-17 04:12:16	022	train	2.9167	0.2643	|	test	2.7661	0.1154
04-17 04:12:57	023	train	2.8543	0.2759	|	test	2.6827	0.1161
