04-24 01:43:27	##### arguments #####
04-24 01:43:27	dataset: cifar100
04-24 01:43:27	model_config: config/model/wrn-16-1.json
04-24 01:43:27	-- num_layer: 16
04-24 01:43:27	-- widening_factor: 1
04-24 01:43:27	run_config: config/run/adv_train.json
04-24 01:43:27	-- batch_size_train: 128
04-24 01:43:27	-- batch_size_eval: 256
04-24 01:43:27	-- num_epochs: 100
04-24 01:43:27	-- learning_rate: 0.1
04-24 01:43:27	-- learning_rate_scheduler: cyclicLR
04-24 01:43:27	-- momentum: 0.9
04-24 01:43:27	-- weight_decay: 0.0005
04-24 01:43:27	-- dropout_rate: 0
04-24 01:43:27	-- adv_train_type: pgd
04-24 01:43:27	-- epsilon_train: 8
04-24 01:43:27	-- alpha_train: 2
04-24 01:43:27	-- restarts_train: 1
04-24 01:43:27	-- attack_iters_train: 7
04-24 01:43:27	-- epsilon_eval: 8
04-24 01:43:27	-- alpha_eval: 2
04-24 01:43:27	-- restarts_eval: 1
04-24 01:43:27	-- attack_iters_eval: 5
04-24 01:43:27	device: cuda (1 GPUs)
04-24 01:43:27	output_path: results/cifar100/baselines/adversarial/wrn-16-1
04-24 01:43:27	log_file: results/cifar100/baselines/adversarial/wrn-16-1/adv_train_wrn_log.txt

04-24 01:43:27	start loading datasets: cifar100
04-24 01:43:28	loaded 50000 dataset_train samples
04-24 01:43:28	loaded 10000 dataset_test samples
04-24 01:43:28	elapsed time: 0:00:01.492776

04-24 01:43:28	start initializing a model
04-24 01:43:28	end initializing a model
04-24 01:43:28	elapsed time:0:00:00.009297

04-24 01:43:28	start setting trainer configurations
04-24 01:43:32	end setting trainer configurations
04-24 01:43:32	elapsed time:0:00:03.949731

04-24 01:43:32	start training a model
04-24 01:43:32	ep	split	adv_loss	adv_acc	|	split	adv_loss	adv_acc
04-24 01:44:16	001	train	5.2053	0.0044	|	test	4.5678	0.0143
04-24 01:44:59	002	train	4.5854	0.0186	|	test	4.4855	0.0252
04-24 01:45:43	003	train	4.5305	0.0273	|	test	4.4489	0.0300
04-24 01:46:26	004	train	4.4947	0.0312	|	test	4.3825	0.0343
04-24 01:47:10	005	train	4.4464	0.0356	|	test	4.2779	0.0430
04-24 01:47:54	006	train	4.3833	0.0426	|	test	4.1963	0.0506
04-24 01:48:38	007	train	4.3109	0.0523	|	test	4.0905	0.0661
04-24 01:49:22	008	train	4.2336	0.0624	|	test	3.9783	0.0738
04-24 01:50:05	009	train	4.1796	0.0686	|	test	3.9210	0.0808
04-24 01:50:49	010	train	4.1321	0.0746	|	test	3.8513	0.0847
04-24 01:51:33	011	train	4.0934	0.0801	|	test	3.8185	0.0906
04-24 01:52:16	012	train	4.0556	0.0838	|	test	3.7260	0.1020
04-24 01:53:00	013	train	4.0197	0.0900	|	test	3.6777	0.1093
04-24 01:53:44	014	train	3.9896	0.0943	|	test	3.6455	0.1125
04-24 01:54:27	015	train	3.9579	0.0978	|	test	3.6133	0.1208
04-24 01:55:11	016	train	3.9339	0.1023	|	test	3.5661	0.1241
04-24 01:55:54	017	train	3.9081	0.1053	|	test	3.5223	0.1305
04-24 01:56:38	018	train	3.8873	0.1104	|	test	3.4858	0.1294
04-24 01:57:22	019	train	3.8648	0.1128	|	test	3.4679	0.1364
04-24 01:58:05	020	train	3.8465	0.1165	|	test	3.4413	0.1371
04-24 01:58:49	021	train	3.8252	0.1211	|	test	3.4056	0.1425
04-24 01:59:33	022	train	3.8006	0.1239	|	test	3.3690	0.1489
04-24 02:00:16	023	train	3.7829	0.1268	|	test	3.3454	0.1441
04-24 02:01:00	024	train	3.7659	0.1294	|	test	3.2942	0.1524
