04-16 16:59:04	##### arguments #####
04-16 16:59:04	dataset: cifar10
04-16 16:59:04	model_config: config/model/wrn-16-8.json
04-16 16:59:04	-- num_layer: 16
04-16 16:59:04	-- widening_factor: 8
04-16 16:59:04	run_config: config/run/adv_train.json
04-16 16:59:04	-- batch_size_train: 128
04-16 16:59:04	-- batch_size_eval: 256
04-16 16:59:04	-- num_epochs: 100
04-16 16:59:04	-- learning_rate: 0.1
04-16 16:59:04	-- learning_rate_scheduler: cyclicLR
04-16 16:59:04	-- momentum: 0.9
04-16 16:59:04	-- weight_decay: 0.0005
04-16 16:59:04	-- dropout_rate: 0
04-16 16:59:04	-- adv_train_type: pgd
04-16 16:59:04	-- epsilon_train: 8
04-16 16:59:04	-- alpha_train: 2
04-16 16:59:04	-- restarts_train: 1
04-16 16:59:04	-- attack_iters_train: 7
04-16 16:59:04	-- epsilon_eval: 8
04-16 16:59:04	-- alpha_eval: 2
04-16 16:59:04	-- restarts_eval: 1
04-16 16:59:04	-- attack_iters_eval: 5
04-16 16:59:04	device: cuda (1 GPUs)
04-16 16:59:04	output_path: results/cifar10/baselines/adversarial/wrn-16-8
04-16 16:59:04	log_file: results/cifar10/baselines/adversarial/wrn-16-8/adv_train_wrn_log.txt

04-16 16:59:04	start loading datasets: cifar10
04-16 16:59:05	loaded 50000 dataset_train samples
04-16 16:59:05	loaded 10000 dataset_test samples
04-16 16:59:05	elapsed time: 0:00:01.235609

04-16 16:59:05	start initializing a model
04-16 16:59:06	end initializing a model
04-16 16:59:06	elapsed time:0:00:00.164005

04-16 16:59:06	start setting trainer configurations
04-16 16:59:10	end setting trainer configurations
04-16 16:59:10	elapsed time:0:00:04.431345

04-16 16:59:10	start training a model
04-16 16:59:10	ep	split	adv_loss	adv_acc	|	split	adv_loss	adv_acc
04-16 17:05:45	001	train	2.8725	0.0467	|	test	2.1577	0.1541
04-16 17:12:19	002	train	2.2168	0.1552	|	test	2.0487	0.2054
04-16 17:18:54	003	train	2.1380	0.1984	|	test	1.9200	0.2448
04-16 17:25:28	004	train	2.0728	0.2256	|	test	1.8275	0.2709
04-16 17:32:02	005	train	2.0217	0.2457	|	test	1.7501	0.2987
04-16 17:38:37	006	train	1.9819	0.2563	|	test	1.7040	0.3102
04-16 17:45:11	007	train	1.9469	0.2674	|	test	1.6969	0.3022
04-16 17:51:46	008	train	1.9154	0.2828	|	test	1.6078	0.3328
04-16 17:58:20	009	train	1.8838	0.2905	|	test	1.5827	0.3327
04-16 18:04:55	010	train	1.8601	0.2979	|	test	1.5504	0.3328
04-16 18:11:30	011	train	1.8304	0.3119	|	test	1.5095	0.3659
04-16 18:18:05	012	train	1.8039	0.3167	|	test	1.4923	0.3746
04-16 18:24:40	013	train	1.7754	0.3296	|	test	1.4415	0.3944
04-16 18:31:15	014	train	1.7441	0.3434	|	test	1.4338	0.3908
04-16 18:37:49	015	train	1.7164	0.3521	|	test	1.3758	0.4109
04-16 18:44:24	016	train	1.6855	0.3634	|	test	1.3348	0.4193
04-16 18:50:59	017	train	1.6638	0.3696	|	test	1.3290	0.4103
04-16 18:57:34	018	train	1.6385	0.3797	|	test	1.3030	0.4318
04-16 19:04:09	019	train	1.6170	0.3860	|	test	1.2921	0.4308
04-16 19:10:44	020	train	1.5949	0.3944	|	test	1.2459	0.4485
04-16 19:17:18	021	train	1.5738	0.4027	|	test	1.2308	0.4528
04-16 19:23:53	022	train	1.5563	0.4113	|	test	1.2156	0.4434
04-16 19:30:27	023	train	1.5375	0.4161	|	test	1.1979	0.4671
04-16 19:37:01	024	train	1.5190	0.4213	|	test	1.2080	0.4770
