04-17 06:24:58	##### arguments #####
04-17 06:24:58	dataset: cifar100
04-17 06:24:58	model_config: config/model/wrn-40-2.json
04-17 06:24:58	-- num_layer: 40
04-17 06:24:58	-- widening_factor: 2
04-17 06:24:58	run_config: config/run/adv_train_fgsm.json
04-17 06:24:58	-- batch_size_train: 128
04-17 06:24:58	-- batch_size_eval: 256
04-17 06:24:58	-- num_epochs: 100
04-17 06:24:58	-- learning_rate: 0.1
04-17 06:24:58	-- learning_rate_scheduler: cyclicLR
04-17 06:24:58	-- momentum: 0.9
04-17 06:24:58	-- weight_decay: 0.0005
04-17 06:24:58	-- dropout_rate: 0
04-17 06:24:58	-- adv_train_type: fgsm
04-17 06:24:58	-- epsilon_train: 8
04-17 06:24:58	-- alpha_train: 2
04-17 06:24:58	-- epsilon_eval: 8
04-17 06:24:58	-- alpha_eval: 2
04-17 06:24:58	-- restarts_eval: 1
04-17 06:24:58	-- attack_iters_eval: 5
04-17 06:24:58	device: cuda (1 GPUs)
04-17 06:24:58	output_path: results/cifar100/baselines/adversarial_fgsm/wrn-40-2
04-17 06:24:58	log_file: results/cifar100/baselines/adversarial_fgsm/wrn-40-2/adv_train_wrn_log.txt

04-17 06:24:58	start loading datasets: cifar100
04-17 06:24:59	loaded 50000 dataset_train samples
04-17 06:24:59	loaded 10000 dataset_test samples
04-17 06:24:59	elapsed time: 0:00:01.550275

04-17 06:24:59	start initializing a model
04-17 06:24:59	end initializing a model
04-17 06:24:59	elapsed time:0:00:00.050746

04-17 06:24:59	start setting trainer configurations
04-17 06:25:03	end setting trainer configurations
04-17 06:25:03	elapsed time:0:00:04.008346

04-17 06:25:03	start training a model
04-17 06:25:03	ep	split	adv_loss	adv_acc	|	split	adv_loss	adv_acc
04-17 06:26:04	001	train	4.7620	0.0074	|	test	4.5813	0.0048
04-17 06:27:05	002	train	4.6070	0.0107	|	test	4.5568	0.0056
04-17 06:28:07	003	train	4.5622	0.0189	|	test	4.5211	0.0164
04-17 06:29:09	004	train	4.5072	0.0252	|	test	4.4056	0.0253
04-17 06:30:12	005	train	4.3538	0.0435	|	test	4.1896	0.0414
04-17 06:31:14	006	train	4.1623	0.0692	|	test	4.0438	0.0542
04-17 06:32:17	007	train	4.0152	0.0902	|	test	3.8251	0.0657
04-17 06:33:19	008	train	3.8314	0.1165	|	test	3.6260	0.0813
04-17 06:34:22	009	train	3.6832	0.1359	|	test	3.5058	0.0878
04-17 06:35:25	010	train	3.5501	0.1572	|	test	3.3811	0.0952
04-17 06:36:27	011	train	3.4249	0.1796	|	test	3.2322	0.1042
04-17 06:37:30	012	train	3.3030	0.1975	|	test	3.0889	0.1127
04-17 06:38:32	013	train	3.1790	0.2190	|	test	2.9836	0.1175
04-17 06:39:35	014	train	3.0661	0.2397	|	test	2.8659	0.1214
04-17 06:40:37	015	train	2.9630	0.2594	|	test	2.7898	0.1195
04-17 06:41:40	016	train	2.8682	0.2759	|	test	2.8429	0.1152
04-17 06:42:42	017	train	2.7783	0.2923	|	test	2.6582	0.1304
04-17 06:43:45	018	train	2.7017	0.3100	|	test	2.5710	0.1302
04-17 06:44:48	019	train	2.6346	0.3203	|	test	2.5587	0.1322
04-17 06:45:50	020	train	2.5683	0.3346	|	test	2.4992	0.1385
04-17 06:46:53	021	train	2.5068	0.3461	|	test	2.4680	0.1435
04-17 06:47:55	022	train	2.4518	0.3573	|	test	2.4442	0.1411
04-17 06:48:58	023	train	2.4011	0.3657	|	test	2.4095	0.1393
04-17 06:50:01	024	train	2.3609	0.3735	|	test	2.3742	0.1451
04-17 06:51:03	025	train	2.3122	0.3852	|	test	2.3119	0.1419
04-17 06:52:06	026	train	2.2752	0.3921	|	test	2.3147	0.1439
04-17 06:53:08	027	train	2.2477	0.3981	|	test	2.3483	0.1407
04-17 06:54:11	028	train	2.2132	0.4057	|	test	2.3401	0.1443
04-17 06:55:13	029	train	2.1815	0.4123	|	test	2.2782	0.1406
04-17 06:56:16	030	train	2.1582	0.4180	|	test	2.3021	0.1365
04-17 06:57:18	031	train	2.1372	0.4213	|	test	2.2923	0.1518
04-17 06:58:21	032	train	2.1103	0.4273	|	test	2.2744	0.1484
04-17 06:59:23	033	train	2.0998	0.4323	|	test	2.2352	0.1445
04-17 07:00:26	034	train	2.0820	0.4345	|	test	2.2722	0.1397
04-17 07:01:29	035	train	2.0581	0.4399	|	test	2.2363	0.1470
04-17 07:02:31	036	train	2.0397	0.4438	|	test	2.2039	0.1576
04-17 07:03:34	037	train	2.0301	0.4453	|	test	2.2416	0.1516
04-17 07:04:37	038	train	2.0160	0.4466	|	test	2.2180	0.1436
04-17 07:05:39	039	train	1.9983	0.4539	|	test	2.2319	0.1483
04-17 07:06:42	040	train	1.9874	0.4551	|	test	2.2239	0.1458
04-17 07:07:45	041	train	1.9739	0.4609	|	test	2.3378	0.1335
04-17 07:08:47	042	train	1.9702	0.4601	|	test	2.2313	0.1526
04-17 07:09:50	043	train	1.9538	0.4631	|	test	2.2157	0.1394
04-17 07:10:52	044	train	1.9468	0.4661	|	test	2.2221	0.1514
04-17 07:11:55	045	train	1.9430	0.4646	|	test	2.1774	0.1460
04-17 07:12:57	046	train	1.9296	0.4687	|	test	2.2375	0.1374
04-17 07:14:00	047	train	1.9214	0.4712	|	test	2.1988	0.1503
04-17 07:15:02	048	train	1.9112	0.4719	|	test	2.1638	0.1539
04-17 07:16:05	049	train	1.9038	0.4778	|	test	2.2322	0.1307
04-17 07:17:07	050	train	1.8963	0.4749	|	test	2.1515	0.1451
04-17 07:18:10	051	train	1.8871	0.4770	|	test	2.1637	0.1549
04-17 07:19:12	052	train	1.8673	0.4783	|	test	2.1528	0.1572
04-17 07:20:15	053	train	1.8528	0.4852	|	test	2.2145	0.1457
04-17 07:21:18	054	train	1.8428	0.4891	|	test	2.1647	0.1477
04-17 07:22:20	055	train	1.8235	0.4926	|	test	2.1760	0.1447
04-17 07:23:22	056	train	1.8059	0.4963	|	test	2.1143	0.1533
04-17 07:24:25	057	train	1.7984	0.4977	|	test	2.1380	0.1457
04-17 07:25:28	058	train	1.7773	0.5035	|	test	2.1847	0.1448
04-17 07:26:30	059	train	1.7750	0.5031	|	test	2.1454	0.1563
04-17 07:27:33	060	train	1.7522	0.5081	|	test	2.0946	0.1525
04-17 07:28:35	061	train	1.7442	0.5116	|	test	2.1585	0.1463
04-17 07:29:38	062	train	1.7260	0.5125	|	test	2.1076	0.1571
04-17 07:30:40	063	train	1.7204	0.5123	|	test	2.0819	0.1521
04-17 07:31:43	064	train	1.6992	0.5205	|	test	2.1177	0.1504
04-17 07:32:45	065	train	1.6889	0.5247	|	test	2.0582	0.1650
04-17 07:33:48	066	train	1.6750	0.5246	|	test	2.0703	0.1603
04-17 07:34:50	067	train	1.6620	0.5293	|	test	2.0602	0.1608
04-17 07:35:53	068	train	1.6444	0.5322	|	test	2.0530	0.1582
04-17 07:36:55	069	train	1.6289	0.5376	|	test	2.0928	0.1497
04-17 07:37:58	070	train	1.6177	0.5400	|	test	2.0557	0.1551
04-17 07:39:00	071	train	1.6046	0.5422	|	test	2.0829	0.1526
04-17 07:40:03	072	train	1.5853	0.5493	|	test	2.0841	0.1571
04-17 07:41:05	073	train	1.5767	0.5501	|	test	2.0719	0.1527
04-17 07:42:08	074	train	1.5513	0.5551	|	test	2.0486	0.1527
04-17 07:43:10	075	train	1.5389	0.5583	|	test	2.0579	0.1569
