04-24 03:16:59	##### arguments #####
04-24 03:16:59	dataset: cifar100
04-24 03:16:59	model_config: config/model/wrn-16-1.json
04-24 03:16:59	-- num_layer: 16
04-24 03:16:59	-- widening_factor: 1
04-24 03:16:59	run_config: config/run/adv_train_fgsm.json
04-24 03:16:59	-- batch_size_train: 128
04-24 03:16:59	-- batch_size_eval: 256
04-24 03:16:59	-- num_epochs: 100
04-24 03:16:59	-- learning_rate: 0.1
04-24 03:16:59	-- learning_rate_scheduler: cyclicLR
04-24 03:16:59	-- momentum: 0.9
04-24 03:16:59	-- weight_decay: 0.0005
04-24 03:16:59	-- dropout_rate: 0
04-24 03:16:59	-- adv_train_type: fgsm
04-24 03:16:59	-- epsilon_train: 8
04-24 03:16:59	-- alpha_train: 2
04-24 03:16:59	-- epsilon_eval: 8
04-24 03:16:59	-- alpha_eval: 2
04-24 03:16:59	-- restarts_eval: 1
04-24 03:16:59	-- attack_iters_eval: 5
04-24 03:16:59	device: cuda (1 GPUs)
04-24 03:16:59	output_path: results/cifar100/baselines/adversarial_fgsm/wrn-16-1
04-24 03:16:59	log_file: results/cifar100/baselines/adversarial_fgsm/wrn-16-1/adv_train_wrn_log.txt

04-24 03:16:59	start loading datasets: cifar100
04-24 03:17:00	loaded 50000 dataset_train samples
04-24 03:17:00	loaded 10000 dataset_test samples
04-24 03:17:00	elapsed time: 0:00:01.605377

04-24 03:17:00	start initializing a model
04-24 03:17:00	end initializing a model
04-24 03:17:00	elapsed time:0:00:00.009459

04-24 03:17:00	start setting trainer configurations
04-24 03:17:04	end setting trainer configurations
04-24 03:17:04	elapsed time:0:00:03.933965

04-24 03:17:04	start training a model
04-24 03:17:04	ep	split	adv_loss	adv_acc	|	split	adv_loss	adv_acc
04-24 03:17:23	001	train	4.8942	0.0081	|	test	4.5172	0.0089
04-24 03:17:42	002	train	4.5148	0.0284	|	test	4.4422	0.0313
04-24 03:18:01	003	train	4.4278	0.0412	|	test	4.3394	0.0336
04-24 03:18:20	004	train	4.3193	0.0526	|	test	4.1970	0.0403
04-24 03:18:38	005	train	4.1721	0.0689	|	test	4.0162	0.0557
04-24 03:18:58	006	train	4.0385	0.0880	|	test	3.8849	0.0602
04-24 03:19:15	007	train	3.9237	0.1009	|	test	3.8034	0.0611
04-24 03:19:32	008	train	3.8241	0.1167	|	test	3.6371	0.0732
04-24 03:19:49	009	train	3.7234	0.1284	|	test	3.5532	0.0788
04-24 03:20:06	010	train	3.6194	0.1466	|	test	3.4280	0.0834
04-24 03:20:23	011	train	3.5257	0.1626	|	test	3.3685	0.0908
04-24 03:20:40	012	train	3.4404	0.1750	|	test	3.2525	0.0908
04-24 03:20:58	013	train	3.3557	0.1878	|	test	3.1627	0.1035
04-24 03:21:15	014	train	3.2770	0.2026	|	test	3.0664	0.1026
04-24 03:21:33	015	train	3.2001	0.2153	|	test	2.9970	0.1006
04-24 03:21:50	016	train	3.1358	0.2273	|	test	2.9524	0.1051
04-24 03:22:07	017	train	3.0761	0.2367	|	test	2.8800	0.1109
04-24 03:22:24	018	train	3.0286	0.2447	|	test	2.8960	0.1127
04-24 03:22:41	019	train	2.9786	0.2542	|	test	2.7997	0.1105
04-24 03:22:58	020	train	2.9412	0.2599	|	test	2.7758	0.1166
04-24 03:23:16	021	train	2.8985	0.2691	|	test	2.7290	0.1198
04-24 03:23:34	022	train	2.8616	0.2745	|	test	2.7172	0.1136
04-24 03:23:51	023	train	2.8282	0.2800	|	test	2.6714	0.1121
