04-16 20:57:00	##### arguments #####
04-16 20:57:00	dataset: cifar10
04-16 20:57:00	model_config: config/model/wrn-16-8.json
04-16 20:57:00	-- num_layer: 16
04-16 20:57:00	-- widening_factor: 8
04-16 20:57:00	run_config: config/run/adv_train_fgsm.json
04-16 20:57:00	-- batch_size_train: 128
04-16 20:57:00	-- batch_size_eval: 256
04-16 20:57:00	-- num_epochs: 100
04-16 20:57:00	-- learning_rate: 0.1
04-16 20:57:00	-- learning_rate_scheduler: cyclicLR
04-16 20:57:00	-- momentum: 0.9
04-16 20:57:00	-- weight_decay: 0.0005
04-16 20:57:00	-- dropout_rate: 0
04-16 20:57:00	-- adv_train_type: fgsm
04-16 20:57:00	-- epsilon_train: 8
04-16 20:57:00	-- alpha_train: 2
04-16 20:57:00	-- epsilon_eval: 8
04-16 20:57:00	-- alpha_eval: 2
04-16 20:57:00	-- restarts_eval: 1
04-16 20:57:00	-- attack_iters_eval: 5
04-16 20:57:00	device: cuda (1 GPUs)
04-16 20:57:00	output_path: results/cifar10/baselines/adversarial_fgsm/wrn-16-8
04-16 20:57:00	log_file: results/cifar10/baselines/adversarial_fgsm/wrn-16-8/adv_train_wrn_log.txt

04-16 20:57:00	start loading datasets: cifar10
04-16 20:57:01	loaded 50000 dataset_train samples
04-16 20:57:01	loaded 10000 dataset_test samples
04-16 20:57:01	elapsed time: 0:00:01.226184

04-16 20:57:01	start initializing a model
04-16 20:57:01	end initializing a model
04-16 20:57:01	elapsed time:0:00:00.161786

04-16 20:57:01	start setting trainer configurations
04-16 20:57:05	end setting trainer configurations
04-16 20:57:05	elapsed time:0:00:04.173956

04-16 20:57:05	start training a model
04-16 20:57:05	ep	split	adv_loss	adv_acc	|	split	adv_loss	adv_acc
04-16 20:59:27	001	train	2.4202	0.0923	|	test	1.9003	0.0874
04-16 21:01:49	002	train	1.8423	0.2979	|	test	1.7008	0.1680
04-16 21:04:11	003	train	1.6899	0.3643	|	test	1.5916	0.2035
04-16 21:06:32	004	train	1.5722	0.4100	|	test	1.5059	0.2296
04-16 21:08:54	005	train	1.4585	0.4583	|	test	1.4392	0.2341
04-16 21:11:16	006	train	1.3508	0.4998	|	test	1.3557	0.2501
04-16 21:13:38	007	train	1.2556	0.5336	|	test	1.3171	0.2403
04-16 21:15:59	008	train	1.1738	0.5639	|	test	1.2813	0.2474
04-16 21:18:21	009	train	1.0994	0.5939	|	test	1.2412	0.2721
04-16 21:20:43	010	train	1.0431	0.6142	|	test	1.1879	0.2741
04-16 21:23:05	011	train	0.9957	0.6332	|	test	1.1720	0.2843
04-16 21:25:27	012	train	0.9525	0.6498	|	test	1.1754	0.2666
04-16 21:27:49	013	train	0.9137	0.6637	|	test	1.1459	0.2829
04-16 21:30:11	014	train	0.8786	0.6768	|	test	1.1397	0.2728
04-16 21:32:33	015	train	0.8485	0.6857	|	test	1.1160	0.2949
04-16 21:34:54	016	train	0.8173	0.6951	|	test	1.1428	0.2725
04-16 21:37:16	017	train	0.7925	0.7069	|	test	1.1579	0.2820
04-16 21:39:38	018	train	0.7638	0.7177	|	test	1.0983	0.2977
04-16 21:42:00	019	train	0.7458	0.7239	|	test	1.1515	0.2687
04-16 21:44:22	020	train	0.7238	0.7355	|	test	1.0809	0.2957
04-16 21:46:44	021	train	0.7022	0.7411	|	test	1.1152	0.2905
04-16 21:49:05	022	train	0.6826	0.7491	|	test	1.0760	0.3149
04-16 21:51:27	023	train	0.6682	0.7529	|	test	1.0939	0.2942
04-16 21:53:49	024	train	0.6475	0.7622	|	test	1.0818	0.2985
04-16 21:56:11	025	train	0.6303	0.7682	|	test	1.0709	0.3027
04-16 21:58:32	026	train	0.6137	0.7750	|	test	1.0779	0.3138
04-16 22:00:54	027	train	0.6001	0.7798	|	test	1.0958	0.2868
04-16 22:03:16	028	train	0.5889	0.7844	|	test	1.0846	0.2901
04-16 22:05:38	029	train	0.5747	0.7876	|	test	1.0836	0.2964
04-16 22:07:59	030	train	0.5679	0.7913	|	test	1.0754	0.3059
04-16 22:10:21	031	train	0.5542	0.7964	|	test	1.0762	0.3031
04-16 22:12:42	032	train	0.5434	0.8002	|	test	1.0598	0.3127
04-16 22:15:04	033	train	0.5318	0.8027	|	test	1.0992	0.2925
04-16 22:17:26	034	train	0.5272	0.8049	|	test	1.0954	0.2872
04-16 22:19:47	035	train	0.5202	0.8085	|	test	1.0652	0.3199
04-16 22:22:09	036	train	0.5124	0.8107	|	test	1.1473	0.2633
04-16 22:24:31	037	train	0.5126	0.8119	|	test	1.0925	0.3064
04-16 22:26:52	038	train	0.4978	0.8167	|	test	1.1022	0.2866
04-16 22:29:14	039	train	0.4987	0.8159	|	test	1.0479	0.3253
04-16 22:31:35	040	train	0.4918	0.8187	|	test	1.0984	0.2937
04-16 22:33:57	041	train	0.4900	0.8187	|	test	1.0975	0.2982
04-16 22:36:19	042	train	0.4844	0.8219	|	test	1.0793	0.3005
04-16 22:38:40	043	train	0.4772	0.8234	|	test	1.1275	0.2815
04-16 22:41:02	044	train	0.4760	0.8238	|	test	1.1156	0.2941
04-16 22:43:24	045	train	0.4700	0.8266	|	test	1.1557	0.2784
04-16 22:45:45	046	train	0.4640	0.8274	|	test	1.0854	0.2985
04-16 22:48:07	047	train	0.4679	0.8260	|	test	1.1290	0.2934
04-16 22:50:28	048	train	0.4630	0.8279	|	test	1.1043	0.3037
04-16 22:52:50	049	train	0.4607	0.8300	|	test	1.0992	0.2913
04-16 22:55:12	050	train	0.4554	0.8328	|	test	1.1717	0.2733
04-16 22:57:33	051	train	0.4533	0.8334	|	test	1.1229	0.3031
04-16 22:59:55	052	train	0.4479	0.8344	|	test	1.1208	0.2817
04-16 23:02:16	053	train	0.4399	0.8384	|	test	1.1398	0.2766
04-16 23:04:38	054	train	0.4319	0.8404	|	test	1.0899	0.2985
04-16 23:06:59	055	train	0.4225	0.8417	|	test	1.1008	0.2974
04-16 23:09:21	056	train	0.4172	0.8462	|	test	1.1194	0.2892
04-16 23:11:42	057	train	0.4129	0.8466	|	test	1.0921	0.2972
04-16 23:14:04	058	train	0.4081	0.8496	|	test	1.0982	0.3077
04-16 23:16:25	059	train	0.3921	0.8546	|	test	1.1400	0.2898
04-16 23:18:47	060	train	0.3907	0.8559	|	test	1.1110	0.2968
04-16 23:21:08	061	train	0.3823	0.8592	|	test	1.1267	0.2914
04-16 23:23:30	062	train	0.3768	0.8601	|	test	1.0820	0.3120
04-16 23:25:51	063	train	0.3705	0.8651	|	test	1.1414	0.2757
04-16 23:28:13	064	train	0.3651	0.8654	|	test	1.0718	0.3230
04-16 23:30:34	065	train	0.3613	0.8674	|	test	1.1348	0.2995
04-16 23:32:56	066	train	0.3520	0.8719	|	test	1.1357	0.2891
04-16 23:35:17	067	train	0.3459	0.8735	|	test	1.0947	0.3082
04-16 23:37:39	068	train	0.3384	0.8763	|	test	1.0996	0.3124
04-16 23:40:01	069	train	0.3285	0.8788	|	test	1.1126	0.3110
04-16 23:42:22	070	train	0.3270	0.8804	|	test	1.1554	0.2898
04-16 23:44:43	071	train	0.3199	0.8831	|	test	1.1257	0.3082
04-16 23:47:05	072	train	0.3110	0.8862	|	test	1.1360	0.3027
04-16 23:49:26	073	train	0.3025	0.8881	|	test	1.1427	0.2948
04-16 23:51:48	074	train	0.2967	0.8929	|	test	1.1285	0.3053
04-16 23:54:09	075	train	0.2880	0.8952	|	test	1.1678	0.2903
04-16 23:56:31	076	train	0.2836	0.8972	|	test	1.1187	0.3106
04-16 23:58:52	077	train	0.2671	0.9032	|	test	1.1576	0.2940
04-17 00:01:14	078	train	0.2647	0.9030	|	test	1.1396	0.3043
04-17 00:03:35	079	train	0.2563	0.9072	|	test	1.1513	0.3008
04-17 00:05:57	080	train	0.2430	0.9118	|	test	1.1584	0.3029
04-17 00:08:18	081	train	0.2395	0.9122	|	test	1.1329	0.3032
