04-15 06:43:31	##### arguments #####
04-15 06:43:31	dataset: cifar10
04-15 06:43:31	model_config: config/model/wrn-40-8.json
04-15 06:43:31	-- num_layer: 40
04-15 06:43:31	-- widening_factor: 8
04-15 06:43:31	run_config: config/run/adv_train.json
04-15 06:43:31	-- batch_size_train: 128
04-15 06:43:31	-- batch_size_eval: 256
04-15 06:43:31	-- num_epochs: 100
04-15 06:43:31	-- learning_rate: 0.1
04-15 06:43:31	-- learning_rate_scheduler: cyclicLR
04-15 06:43:31	-- momentum: 0.9
04-15 06:43:31	-- weight_decay: 0.0005
04-15 06:43:31	-- dropout_rate: 0
04-15 06:43:31	-- adv_train_type: pgd
04-15 06:43:31	-- epsilon_train: 8
04-15 06:43:31	-- alpha_train: 2
04-15 06:43:31	-- restarts_train: 1
04-15 06:43:31	-- attack_iters_train: 7
04-15 06:43:31	-- epsilon_eval: 8
04-15 06:43:31	-- alpha_eval: 2
04-15 06:43:31	-- restarts_eval: 1
04-15 06:43:31	-- attack_iters_eval: 5
04-15 06:43:31	device: cuda (1 GPUs)
04-15 06:43:31	output_path: results/cifar10/baselines/adversarial/wrn-40-8
04-15 06:43:31	log_file: results/cifar10/baselines/adversarial/wrn-40-8/adv_train_wrn_log.txt

04-15 06:43:31	start loading datasets: cifar10
04-15 06:43:32	loaded 50000 dataset_train samples
04-15 06:43:32	loaded 10000 dataset_test samples
04-15 06:43:32	elapsed time: 0:00:01.295629

04-15 06:43:32	start initializing a model
04-15 06:43:33	end initializing a model
04-15 06:43:33	elapsed time:0:00:00.645099

04-15 06:43:33	start setting trainer configurations
04-15 06:43:37	end setting trainer configurations
04-15 06:43:37	elapsed time:0:00:03.903632

04-15 06:43:37	start training a model
04-15 06:43:37	ep	split	adv_loss	adv_acc	|	split	adv_loss	adv_acc
04-15 07:04:13	001	train	2.4415	0.0690	|	test	2.1988	0.0982
04-15 07:24:47	002	train	2.2085	0.1600	|	test	2.0856	0.1930
04-15 07:45:20	003	train	2.1690	0.1844	|	test	2.0359	0.2148
04-15 08:05:53	004	train	2.1220	0.2108	|	test	1.9209	0.2526
04-15 08:26:26	005	train	2.0692	0.2264	|	test	1.8761	0.2623
04-15 08:46:59	006	train	2.0211	0.2445	|	test	1.7697	0.2853
04-15 09:07:33	007	train	1.9650	0.2640	|	test	1.7070	0.3107
04-15 09:28:08	008	train	1.9296	0.2759	|	test	1.6678	0.3007
04-15 09:48:43	009	train	1.8890	0.2899	|	test	1.5929	0.3406
04-15 10:09:18	010	train	1.8537	0.3047	|	test	1.5674	0.3491
04-15 10:29:53	011	train	1.8212	0.3157	|	test	1.5170	0.3666
04-15 10:50:28	012	train	1.7852	0.3274	|	test	1.4915	0.3912
04-15 11:11:03	013	train	1.7500	0.3415	|	test	1.4587	0.3952
04-15 11:31:37	014	train	1.7142	0.3542	|	test	1.4055	0.4046
04-15 11:52:12	015	train	1.6817	0.3658	|	test	1.3450	0.4292
04-15 12:12:48	016	train	1.6469	0.3767	|	test	1.3195	0.4379
04-15 12:33:23	017	train	1.6135	0.3893	|	test	1.2864	0.4395
04-15 12:53:58	018	train	1.5882	0.3958	|	test	1.2520	0.4370
04-15 13:14:33	019	train	1.5666	0.4076	|	test	1.2361	0.4552
04-15 13:35:08	020	train	1.5378	0.4171	|	test	1.2262	0.4750
04-15 13:55:43	021	train	1.5122	0.4258	|	test	1.1947	0.4827
04-15 14:16:18	022	train	1.4920	0.4327	|	test	1.1760	0.4847
04-15 14:36:54	023	train	1.4730	0.4408	|	test	1.1554	0.4905
04-15 14:57:29	024	train	1.4494	0.4468	|	test	1.1578	0.4844
04-15 15:18:04	025	train	1.4338	0.4559	|	test	1.1391	0.5019
04-15 15:38:40	026	train	1.4146	0.4609	|	test	1.0894	0.4973
04-15 15:59:15	027	train	1.3965	0.4655	|	test	1.1392	0.4998
04-15 16:19:50	028	train	1.3804	0.4734	|	test	1.1080	0.5146
04-15 16:40:25	029	train	1.3632	0.4791	|	test	1.0771	0.5182
04-15 17:01:01	030	train	1.3503	0.4824	|	test	1.0695	0.5174
04-15 17:21:36	031	train	1.3352	0.4887	|	test	1.0797	0.5269
04-15 17:42:12	032	train	1.3168	0.4957	|	test	1.0483	0.5129
04-15 18:02:47	033	train	1.3071	0.4988	|	test	1.0628	0.5172
04-15 18:23:22	034	train	1.2920	0.5019	|	test	1.0062	0.5335
04-15 18:43:57	035	train	1.2821	0.5065	|	test	1.0414	0.5322
04-15 19:04:31	036	train	1.2659	0.5110	|	test	1.0355	0.5346
04-15 19:25:05	037	train	1.2561	0.5150	|	test	1.0049	0.5351
04-15 19:45:39	038	train	1.2470	0.5190	|	test	0.9957	0.5335
04-15 20:06:12	039	train	1.2375	0.5208	|	test	1.0309	0.5414
04-15 20:26:46	040	train	1.2230	0.5262	|	test	1.0111	0.5429
04-15 20:47:19	041	train	1.2191	0.5261	|	test	0.9990	0.5415
04-15 21:07:52	042	train	1.2084	0.5300	|	test	1.0067	0.5282
04-15 21:28:25	043	train	1.2005	0.5342	|	test	1.0033	0.5389
04-15 21:48:58	044	train	1.1915	0.5365	|	test	0.9874	0.5170
04-15 22:09:31	045	train	1.1834	0.5373	|	test	0.9777	0.5451
04-15 22:30:03	046	train	1.1807	0.5405	|	test	0.9780	0.5401
04-15 22:50:36	047	train	1.1755	0.5421	|	test	0.9505	0.5447
04-15 23:11:09	048	train	1.1624	0.5458	|	test	0.9710	0.5370
04-15 23:31:41	049	train	1.1561	0.5464	|	test	0.9629	0.5451
04-15 23:52:14	050	train	1.1492	0.5486	|	test	0.9516	0.5321
04-16 00:12:47	051	train	1.1458	0.5493	|	test	0.9270	0.5497
04-16 00:33:19	052	train	1.1286	0.5558	|	test	0.9408	0.5471
04-16 00:53:52	053	train	1.1189	0.5587	|	test	0.9638	0.5359
04-16 01:14:24	054	train	1.1056	0.5645	|	test	0.9243	0.5403
04-16 01:34:57	055	train	1.0970	0.5671	|	test	0.9262	0.5466
04-16 01:55:29	056	train	1.0869	0.5711	|	test	0.9188	0.5588
04-16 02:16:01	057	train	1.0762	0.5724	|	test	0.9113	0.5407
04-16 02:36:33	058	train	1.0663	0.5799	|	test	0.9368	0.5592
04-16 02:57:06	059	train	1.0557	0.5801	|	test	0.9012	0.5471
04-16 03:17:38	060	train	1.0477	0.5833	|	test	0.8890	0.5576
04-16 03:38:10	061	train	1.0333	0.5895	|	test	0.8789	0.5562
04-16 03:58:42	062	train	1.0201	0.5947	|	test	0.8720	0.5614
04-16 04:19:14	063	train	1.0078	0.5948	|	test	0.8894	0.5567
04-16 04:39:46	064	train	1.0038	0.5990	|	test	0.8960	0.5596
04-16 05:00:19	065	train	0.9905	0.6014	|	test	0.8984	0.5609
04-16 05:20:51	066	train	0.9812	0.6050	|	test	0.8911	0.5525
