04-16 09:02:41	##### arguments #####
04-16 09:02:41	dataset: cifar10
04-16 09:02:41	model_config: config/model/wrn-16-2.json
04-16 09:02:41	-- num_layer: 16
04-16 09:02:41	-- widening_factor: 2
04-16 09:02:41	run_config: config/run/adv_train.json
04-16 09:02:41	-- batch_size_train: 128
04-16 09:02:41	-- batch_size_eval: 256
04-16 09:02:41	-- num_epochs: 100
04-16 09:02:41	-- learning_rate: 0.1
04-16 09:02:41	-- learning_rate_scheduler: cyclicLR
04-16 09:02:41	-- momentum: 0.9
04-16 09:02:41	-- weight_decay: 0.0005
04-16 09:02:41	-- dropout_rate: 0
04-16 09:02:41	-- adv_train_type: pgd
04-16 09:02:41	-- epsilon_train: 8
04-16 09:02:41	-- alpha_train: 2
04-16 09:02:41	-- restarts_train: 1
04-16 09:02:41	-- attack_iters_train: 7
04-16 09:02:41	-- epsilon_eval: 8
04-16 09:02:41	-- alpha_eval: 2
04-16 09:02:41	-- restarts_eval: 1
04-16 09:02:41	-- attack_iters_eval: 5
04-16 09:02:41	device: cuda (1 GPUs)
04-16 09:02:41	output_path: results/cifar10/baselines/adversarial/wrn-16-2
04-16 09:02:41	log_file: results/cifar10/baselines/adversarial/wrn-16-2/adv_train_wrn_log.txt

04-16 09:02:41	start loading datasets: cifar10
04-16 09:02:42	loaded 50000 dataset_train samples
04-16 09:02:42	loaded 10000 dataset_test samples
04-16 09:02:42	elapsed time: 0:00:01.200605

04-16 09:02:42	start initializing a model
04-16 09:02:42	end initializing a model
04-16 09:02:42	elapsed time:0:00:00.017381

04-16 09:02:42	start setting trainer configurations
04-16 09:02:46	end setting trainer configurations
04-16 09:02:46	elapsed time:0:00:03.891170

04-16 09:02:46	start training a model
04-16 09:02:46	ep	split	adv_loss	adv_acc	|	split	adv_loss	adv_acc
04-16 09:03:52	001	train	2.7940	0.0380	|	test	2.2184	0.1162
04-16 09:04:57	002	train	2.2670	0.1301	|	test	2.1463	0.1776
04-16 09:06:02	003	train	2.2038	0.1751	|	test	2.0418	0.1993
04-16 09:07:07	004	train	2.1455	0.2006	|	test	1.9815	0.2337
04-16 09:08:12	005	train	2.0946	0.2221	|	test	1.9085	0.2551
04-16 09:09:18	006	train	2.0507	0.2355	|	test	1.8269	0.2727
04-16 09:10:22	007	train	2.0155	0.2512	|	test	1.7850	0.2915
04-16 09:11:28	008	train	1.9846	0.2579	|	test	1.7347	0.3015
04-16 09:12:33	009	train	1.9585	0.2672	|	test	1.7027	0.3067
04-16 09:13:38	010	train	1.9377	0.2738	|	test	1.6752	0.3319
04-16 09:14:44	011	train	1.9170	0.2793	|	test	1.6472	0.3316
04-16 09:15:49	012	train	1.8947	0.2850	|	test	1.6337	0.3311
04-16 09:16:54	013	train	1.8733	0.2959	|	test	1.5899	0.3399
04-16 09:18:00	014	train	1.8535	0.3019	|	test	1.5658	0.3541
04-16 09:19:05	015	train	1.8333	0.3089	|	test	1.5507	0.3572
04-16 09:20:10	016	train	1.8188	0.3139	|	test	1.5246	0.3675
04-16 09:21:15	017	train	1.7976	0.3209	|	test	1.5154	0.3717
04-16 09:22:20	018	train	1.7820	0.3280	|	test	1.4859	0.3802
04-16 09:23:25	019	train	1.7670	0.3337	|	test	1.4581	0.3748
04-16 09:24:31	020	train	1.7474	0.3398	|	test	1.4356	0.3726
04-16 09:25:36	021	train	1.7320	0.3464	|	test	1.4439	0.4015
04-16 09:26:41	022	train	1.7168	0.3504	|	test	1.4139	0.4073
04-16 09:27:47	023	train	1.7014	0.3557	|	test	1.3786	0.4178
04-16 09:28:52	024	train	1.6855	0.3624	|	test	1.3631	0.4036
