04-14 21:04:32	##### arguments #####
04-14 21:04:32	dataset: cifar10
04-14 21:04:32	model_config: config/model/wrn-40-2.json
04-14 21:04:32	-- num_layer: 40
04-14 21:04:32	-- widening_factor: 2
04-14 21:04:32	run_config: config/run/adv_train_fgsm.json
04-14 21:04:32	-- batch_size_train: 128
04-14 21:04:32	-- batch_size_eval: 256
04-14 21:04:32	-- num_epochs: 100
04-14 21:04:32	-- learning_rate: 0.1
04-14 21:04:32	-- learning_rate_scheduler: cyclicLR
04-14 21:04:32	-- momentum: 0.9
04-14 21:04:32	-- weight_decay: 0.0005
04-14 21:04:32	-- dropout_rate: 0
04-14 21:04:32	-- adv_train_type: fgsm
04-14 21:04:32	-- epsilon_train: 8
04-14 21:04:32	-- alpha_train: 2
04-14 21:04:32	-- epsilon_eval: 8
04-14 21:04:32	-- alpha_eval: 2
04-14 21:04:32	-- restarts_eval: 1
04-14 21:04:32	-- attack_iters_eval: 5
04-14 21:04:32	device: cuda (1 GPUs)
04-14 21:04:32	output_path: results/cifar10/baselines/adversarial_fgsm/wrn-40-2
04-14 21:04:32	log_file: results/cifar10/baselines/adversarial_fgsm/wrn-40-2/adv_train_wrn_log.txt

04-14 21:04:32	start loading datasets: cifar10
04-14 21:04:33	loaded 50000 dataset_train samples
04-14 21:04:33	loaded 10000 dataset_test samples
04-14 21:04:33	elapsed time: 0:00:01.205707

04-14 21:04:33	start initializing a model
04-14 21:04:33	end initializing a model
04-14 21:04:33	elapsed time:0:00:00.048275

04-14 21:04:33	start setting trainer configurations
04-14 21:04:37	end setting trainer configurations
04-14 21:04:37	elapsed time:0:00:03.946604

04-14 21:04:37	start training a model
04-14 21:04:37	ep	split	adv_loss	adv_acc	|	split	adv_loss	adv_acc
04-14 21:05:39	001	train	2.3732	0.0761	|	test	2.2006	0.0026
04-14 21:06:42	002	train	2.1085	0.1479	|	test	1.9453	0.0859
04-14 21:07:44	003	train	1.9273	0.2355	|	test	1.8292	0.1266
04-14 21:08:47	004	train	1.8217	0.2883	|	test	1.7684	0.1473
04-14 21:09:49	005	train	1.7811	0.3119	|	test	1.6996	0.1683
04-14 21:10:52	006	train	1.7203	0.3392	|	test	1.6354	0.1854
04-14 21:11:54	007	train	1.6351	0.3766	|	test	1.5666	0.2013
04-14 21:12:57	008	train	1.5478	0.4099	|	test	1.5293	0.2274
04-14 21:13:59	009	train	1.4744	0.4455	|	test	1.4569	0.2398
04-14 21:15:02	010	train	1.4049	0.4732	|	test	1.4368	0.2214
04-14 21:16:04	011	train	1.3351	0.5002	|	test	1.3720	0.2315
04-14 21:17:06	012	train	1.2645	0.5292	|	test	1.3593	0.2357
04-14 21:18:09	013	train	1.2045	0.5539	|	test	1.2818	0.2603
04-14 21:19:11	014	train	1.1491	0.5728	|	test	1.2650	0.2602
04-14 21:20:14	015	train	1.1005	0.5942	|	test	1.2640	0.2622
04-14 21:21:16	016	train	1.0552	0.6104	|	test	1.2368	0.2715
04-14 21:22:19	017	train	1.0229	0.6216	|	test	1.2352	0.2596
04-14 21:23:21	018	train	0.9862	0.6362	|	test	1.2037	0.2790
04-14 21:24:23	019	train	0.9591	0.6464	|	test	1.1799	0.2768
04-14 21:25:26	020	train	0.9318	0.6575	|	test	1.1595	0.2997
04-14 21:26:28	021	train	0.9057	0.6685	|	test	1.1613	0.2966
04-14 21:27:31	022	train	0.8826	0.6755	|	test	1.1548	0.2958
04-14 21:28:33	023	train	0.8615	0.6840	|	test	1.1392	0.3015
